Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57
MRG1-IT-MF_S6_L001_R1_001	(1.0, 0.002921670026587197)	(2.0, 0.14608350132935985)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.011686680106348789)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.004674672042539516)	(32.0, 0.0017530020159523183)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.0005843340053174395)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.001168668010634879)	(72.0, 0.001168668010634879)	(77.0, 0.001168668010634879)	(82.0, 0.0017530020159523183)	(87.0, 0.0005843340053174395)	(92.0, 0.001168668010634879)	(97.0, 0.0005843340053174395)	(102.0, 0.0005843340053174395)	(107.0, 0.0005843340053174395)	(112.0, 0.0005843340053174395)	(117.0, 0.001168668010634879)	(122.0, 0.0017530020159523183)	(127.0, 0.001168668010634879)	(132.0, 0.0035060040319046365)	(137.0, 0.005259006047856955)	(142.0, 0.0017530020159523183)	(147.0, 0.002921670026587197)	(152.0, 0.0)	(157.0, 0.0005843340053174395)	(162.0, 0.0)	(167.0, 0.0005843340053174395)	(172.0, 0.001168668010634879)	(177.0, 0.0017530020159523183)	(182.0, 0.001168668010634879)	(187.0, 0.0005843340053174395)	(192.0, 0.001168668010634879)	(197.0, 0.0)	(202.0, 0.0005843340053174395)	(207.0, 0.0017530020159523183)	(212.0, 0.001168668010634879)	(217.0, 0.002337336021269758)	(222.0, 0.0017530020159523183)	(227.0, 0.001168668010634879)	(232.0, 0.0)	(237.0, 0.0)	(242.0, 0.0)	(247.0, 0.0)	(250.5, 0.0)
MRG1-IT-MF_S6_L001_R2_001	(1.0, 0.0)	(2.0, 0.017530020159523183)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0005843340053174395)	(27.0, 0.0)	(32.0, 0.0)	(37.0, 0.0005843340053174395)	(42.0, 0.0)	(47.0, 0.001168668010634879)	(52.0, 0.0005843340053174395)	(57.0, 0.0005843340053174395)	(62.0, 0.001168668010634879)	(67.0, 0.0)	(72.0, 0.0005843340053174395)	(77.0, 0.0)	(82.0, 0.0)	(87.0, 0.0005843340053174395)	(92.0, 0.0017530020159523183)	(97.0, 0.0)	(102.0, 0.0005843340053174395)	(107.0, 0.0)	(112.0, 0.0)	(117.0, 0.0)	(122.0, 0.0)	(127.0, 0.0005843340053174395)	(132.0, 0.0005843340053174395)	(137.0, 0.001168668010634879)	(142.0, 0.001168668010634879)	(147.0, 0.0005843340053174395)	(152.0, 0.0)	(157.0, 0.0)	(162.0, 0.0005843340053174395)	(167.0, 0.0005843340053174395)	(172.0, 0.0017530020159523183)	(177.0, 0.001168668010634879)	(182.0, 0.0017530020159523183)	(187.0, 0.0017530020159523183)	(192.0, 0.001168668010634879)	(197.0, 0.0017530020159523183)	(202.0, 0.001168668010634879)	(207.0, 0.002921670026587197)	(212.0, 0.001168668010634879)	(217.0, 0.002921670026587197)	(222.0, 0.0017530020159523183)	(227.0, 0.002337336021269758)	(232.0, 0.0017530020159523183)	(237.0, 0.002337336021269758)	(242.0, 0.0005843340053174395)	(247.0, 0.0017530020159523183)	(250.5, 0.0014608350132935986)
MRG2-IT-MF_S7_L001_R1_001	(1.0, 0.001973601977110603)	(2.0, 0.17718559972281855)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.023683223725327232)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 8.77156434271379e-05)	(22.0, 0.0)	(27.0, 0.002806900589668413)	(32.0, 0.0005262938605628274)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.0001754312868542758)	(52.0, 4.385782171356895e-05)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.000964872077698517)	(72.0, 0.002543753659386999)	(77.0, 0.002850758411381982)	(82.0, 0.0030261896982362578)	(87.0, 0.0007455829691306721)	(92.0, 0.0013595924731206377)	(97.0, 0.0009210142559849479)	(102.0, 0.0006140095039899653)	(107.0, 0.0008332986125578101)	(112.0, 0.0001754312868542758)	(117.0, 8.77156434271379e-05)	(122.0, 0.001885886333683465)	(127.0, 0.0016227394034020513)	(132.0, 0.004824360388492585)	(137.0, 0.007894407908442412)	(142.0, 0.00293847405480912)	(147.0, 0.004868218210206153)	(152.0, 8.77156434271379e-05)	(157.0, 0.0008332986125578101)	(162.0, 0.00021928910856784474)	(167.0, 4.385782171356895e-05)	(172.0, 0.0021051754422513097)	(177.0, 0.0005262938605628274)	(182.0, 0.000964872077698517)	(187.0, 0.00013157346514070686)	(192.0, 8.77156434271379e-05)	(197.0, 0.00021928910856784474)	(202.0, 0.0002631469302814137)	(207.0, 0.0016665972251156203)	(212.0, 0.0009210142559849479)	(217.0, 0.001973601977110603)	(222.0, 0.0012718768296934996)	(227.0, 0.0013157346514070685)	(232.0, 0.00021928910856784474)	(237.0, 0.0)	(242.0, 0.0)	(247.0, 0.00013157346514070686)	(250.5, 0.0)
MRG2-IT-MF_S7_L001_R2_001	(1.0, 0.00021928910856784474)	(2.0, 0.012499479188367153)	(3.0, 0.00021928910856784474)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0002631469302814137)	(27.0, 0.0)	(32.0, 0.00013157346514070686)	(37.0, 0.000877156434271379)	(42.0, 0.0)	(47.0, 0.00013157346514070686)	(52.0, 0.00013157346514070686)	(57.0, 4.385782171356895e-05)	(62.0, 0.00013157346514070686)	(67.0, 0.0)	(72.0, 4.385782171356895e-05)	(77.0, 0.0)	(82.0, 0.0)	(87.0, 8.77156434271379e-05)	(92.0, 0.0023244645508191547)	(97.0, 0.0)	(102.0, 0.0001754312868542758)	(107.0, 0.0)	(112.0, 0.00013157346514070686)	(117.0, 0.0)	(122.0, 0.0001754312868542758)	(127.0, 0.0004824360388492585)	(132.0, 4.385782171356895e-05)	(137.0, 0.0001754312868542758)	(142.0, 0.001885886333683465)	(147.0, 0.0011403033645527927)	(152.0, 0.0)	(157.0, 0.00021928910856784474)	(162.0, 4.385782171356895e-05)	(167.0, 4.385782171356895e-05)	(172.0, 0.001929744155397034)	(177.0, 0.0011841611862663617)	(182.0, 0.0007455829691306721)	(187.0, 0.003157763163376965)	(192.0, 0.0026753271245277058)	(197.0, 0.001710455046829189)	(202.0, 0.0027191849462412754)	(207.0, 0.002017459798824172)	(212.0, 0.001929744155397034)	(217.0, 0.0013595924731206377)	(222.0, 0.002763042767954844)	(227.0, 0.0013595924731206377)	(232.0, 0.003552483558799085)	(237.0, 0.001754312868542758)	(242.0, 8.77156434271379e-05)	(247.0, 0.0028946162330955507)	(250.5, 0.00021928910856784474)
MRG3-IT-MF_S8_L001_R1_001	(1.0, 0.0017523876281433453)	(2.0, 0.16297204941733112)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.017523876281433454)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0024533426794006836)	(32.0, 0.00035047752562866903)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.00035047752562866903)	(72.0, 0.003154297730658022)	(77.0, 0.003154297730658022)	(82.0, 0.0021028651537720144)	(87.0, 0.0)	(92.0, 0.0014019101025146761)	(97.0, 0.00035047752562866903)	(102.0, 0.0)	(107.0, 0.0007009550512573381)	(112.0, 0.0)	(117.0, 0.0)	(122.0, 0.0021028651537720144)	(127.0, 0.0017523876281433453)	(132.0, 0.00736002803820205)	(137.0, 0.014369578550775433)	(142.0, 0.0035047752562866906)	(147.0, 0.006659072986944712)	(152.0, 0.0)	(157.0, 0.0)	(162.0, 0.0)	(167.0, 0.0)	(172.0, 0.0017523876281433453)	(177.0, 0.0007009550512573381)	(182.0, 0.0)	(187.0, 0.0)	(192.0, 0.0)	(197.0, 0.0)	(202.0, 0.0)	(207.0, 0.0014019101025146761)	(212.0, 0.00035047752562866903)	(217.0, 0.00035047752562866903)	(222.0, 0.0)	(227.0, 0.00035047752562866903)	(232.0, 0.0)	(237.0, 0.0)	(242.0, 0.0)	(247.0, 0.0)	(250.5, 0.0)
MRG3-IT-MF_S8_L001_R2_001	(1.0, 0.0)	(2.0, 0.01051432576886007)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.00035047752562866903)	(17.0, 0.0)	(22.0, 0.00035047752562866903)	(27.0, 0.0)	(32.0, 0.00035047752562866903)	(37.0, 0.00035047752562866903)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.0)	(72.0, 0.0)	(77.0, 0.0)	(82.0, 0.0)	(87.0, 0.0)	(92.0, 0.0038552527819153597)	(97.0, 0.0)	(102.0, 0.0)	(107.0, 0.0)	(112.0, 0.0)	(117.0, 0.0)	(122.0, 0.0)	(127.0, 0.0)	(132.0, 0.0)	(137.0, 0.0)	(142.0, 0.0028038202050293523)	(147.0, 0.0014019101025146761)	(152.0, 0.0)	(157.0, 0.00035047752562866903)	(162.0, 0.0)	(167.0, 0.0)	(172.0, 0.0014019101025146761)	(177.0, 0.0010514325768860072)	(182.0, 0.0)	(187.0, 0.0028038202050293523)	(192.0, 0.0035047752562866906)	(197.0, 0.0014019101025146761)	(202.0, 0.0028038202050293523)	(207.0, 0.0010514325768860072)	(212.0, 0.0028038202050293523)	(217.0, 0.0010514325768860072)	(222.0, 0.0028038202050293523)	(227.0, 0.0010514325768860072)	(232.0, 0.0028038202050293523)	(237.0, 0.0010514325768860072)	(242.0, 0.0)	(247.0, 0.0035047752562866906)	(250.5, 0.0)
MRG4-IT-MF_S9_L001_R1_001	(1.0, 0.0)	(2.0, 0.16821321714671778)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.027575937237166847)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.000551518744743337)	(22.0, 0.0)	(27.0, 0.000551518744743337)	(32.0, 0.0)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.0002757593723716685)	(72.0, 0.0019303156066016794)	(77.0, 0.002206074978973348)	(82.0, 0.001103037489486674)	(87.0, 0.0002757593723716685)	(92.0, 0.0008272781171150054)	(97.0, 0.0002757593723716685)	(102.0, 0.0002757593723716685)	(107.0, 0.0)	(112.0, 0.0)	(117.0, 0.0)	(122.0, 0.0008272781171150054)	(127.0, 0.001103037489486674)	(132.0, 0.0035848718408316906)	(137.0, 0.006066706192176707)	(142.0, 0.0019303156066016794)	(147.0, 0.0030333530960883533)	(152.0, 0.0)	(157.0, 0.0002757593723716685)	(162.0, 0.0)	(167.0, 0.0)	(172.0, 0.0008272781171150054)	(177.0, 0.0)	(182.0, 0.0002757593723716685)	(187.0, 0.0)	(192.0, 0.0)	(197.0, 0.0)	(202.0, 0.0)	(207.0, 0.0008272781171150054)	(212.0, 0.0002757593723716685)	(217.0, 0.000551518744743337)	(222.0, 0.0002757593723716685)	(227.0, 0.000551518744743337)	(232.0, 0.0)	(237.0, 0.0)	(242.0, 0.0)	(247.0, 0.0)	(250.5, 0.0)
MRG4-IT-MF_S9_L001_R2_001	(1.0, 0.0)	(2.0, 0.013787968618583423)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0)	(32.0, 0.0)	(37.0, 0.0002757593723716685)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.0)	(72.0, 0.0)	(77.0, 0.0)	(82.0, 0.0)	(87.0, 0.0)	(92.0, 0.0019303156066016794)	(97.0, 0.0)	(102.0, 0.0)	(107.0, 0.0)	(112.0, 0.0)	(117.0, 0.0)	(122.0, 0.0)	(127.0, 0.0)	(132.0, 0.0)	(137.0, 0.0)	(142.0, 0.001103037489486674)	(147.0, 0.0002757593723716685)	(152.0, 0.0)	(157.0, 0.0)	(162.0, 0.0)	(167.0, 0.0)	(172.0, 0.000551518744743337)	(177.0, 0.0002757593723716685)	(182.0, 0.0)	(187.0, 0.0019303156066016794)	(192.0, 0.0019303156066016794)	(197.0, 0.001103037489486674)	(202.0, 0.0019303156066016794)	(207.0, 0.0008272781171150054)	(212.0, 0.001103037489486674)	(217.0, 0.0002757593723716685)	(222.0, 0.0016545562342300108)	(227.0, 0.0002757593723716685)	(232.0, 0.0019303156066016794)	(237.0, 0.000551518744743337)	(242.0, 0.0)	(247.0, 0.0019303156066016794)	(250.5, 0.0)
MRG5-IT-MF_S10_L001_R1_001	(1.0, 0.0)	(2.0, 0.12354939769668623)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.008824956978334731)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0026474870935004192)	(32.0, 0.0)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.000882495697833473)	(72.0, 0.001764991395666946)	(77.0, 0.001764991395666946)	(82.0, 0.000882495697833473)	(87.0, 0.0)	(92.0, 0.000882495697833473)	(97.0, 0.000882495697833473)	(102.0, 0.0)	(107.0, 0.0)	(112.0, 0.0)	(117.0, 0.0)	(122.0, 0.000882495697833473)	(127.0, 0.000882495697833473)	(132.0, 0.001764991395666946)	(137.0, 0.0026474870935004192)	(142.0, 0.000882495697833473)	(147.0, 0.0026474870935004192)	(152.0, 0.0)	(157.0, 0.0)	(162.0, 0.0)	(167.0, 0.0)	(172.0, 0.001764991395666946)	(177.0, 0.0)	(182.0, 0.0)	(187.0, 0.0)	(192.0, 0.0)	(197.0, 0.0)	(202.0, 0.0)	(207.0, 0.000882495697833473)	(212.0, 0.000882495697833473)	(217.0, 0.0)	(222.0, 0.0)	(227.0, 0.000882495697833473)	(232.0, 0.0)	(237.0, 0.0)	(242.0, 0.0)	(247.0, 0.0)	(250.5, 0.0)
MRG5-IT-MF_S10_L001_R2_001	(1.0, 0.0)	(2.0, 0.0044124784891673655)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0)	(32.0, 0.0)	(37.0, 0.000882495697833473)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.0)	(72.0, 0.0)	(77.0, 0.0)	(82.0, 0.0)	(87.0, 0.0)	(92.0, 0.000882495697833473)	(97.0, 0.0)	(102.0, 0.0)	(107.0, 0.0)	(112.0, 0.0)	(117.0, 0.0)	(122.0, 0.0)	(127.0, 0.0)	(132.0, 0.0)	(137.0, 0.0)	(142.0, 0.000882495697833473)	(147.0, 0.000882495697833473)	(152.0, 0.0)	(157.0, 0.0)	(162.0, 0.0)	(167.0, 0.0)	(172.0, 0.001764991395666946)	(177.0, 0.000882495697833473)	(182.0, 0.0)	(187.0, 0.001764991395666946)	(192.0, 0.001764991395666946)	(197.0, 0.000882495697833473)	(202.0, 0.001764991395666946)	(207.0, 0.000882495697833473)	(212.0, 0.000882495697833473)	(217.0, 0.000882495697833473)	(222.0, 0.001764991395666946)	(227.0, 0.000882495697833473)	(232.0, 0.001764991395666946)	(237.0, 0.000882495697833473)	(242.0, 0.0)	(247.0, 0.000882495697833473)	(250.5, 0.0)
WML1-IT-MF_S11_L001_R1_001	(1.0, 0.00341040856694632)	(2.0, 0.20462451401677922)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.00682081713389264)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.001364163426778528)	(32.0, 0.0)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.001364163426778528)	(72.0, 0.005456653707114112)	(77.0, 0.005456653707114112)	(82.0, 0.005456653707114112)	(87.0, 0.001364163426778528)	(92.0, 0.002728326853557056)	(97.0, 0.001364163426778528)	(102.0, 0.0)	(107.0, 0.0)	(112.0, 0.0)	(117.0, 0.0)	(122.0, 0.002728326853557056)	(127.0, 0.002728326853557056)	(132.0, 0.00682081713389264)	(137.0, 0.011595389127617489)	(142.0, 0.00341040856694632)	(147.0, 0.008184980560671167)	(152.0, 0.0)	(157.0, 0.001364163426778528)	(162.0, 0.0)	(167.0, 0.0)	(172.0, 0.004092490280335584)	(177.0, 0.0)	(182.0, 0.0)	(187.0, 0.0)	(192.0, 0.0)	(197.0, 0.0)	(202.0, 0.0)	(207.0, 0.002728326853557056)	(212.0, 0.001364163426778528)	(217.0, 0.002728326853557056)	(222.0, 0.001364163426778528)	(227.0, 0.002046245140167792)	(232.0, 0.0)	(237.0, 0.0)	(242.0, 0.0)	(247.0, 0.0)	(250.5, 0.0)
WML1-IT-MF_S11_L001_R2_001	(1.0, 0.0)	(2.0, 0.01364163426778528)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0)	(32.0, 0.0)	(37.0, 0.001364163426778528)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.0)	(72.0, 0.0)	(77.0, 0.0)	(82.0, 0.0)	(87.0, 0.0)	(92.0, 0.00341040856694632)	(97.0, 0.0)	(102.0, 0.0)	(107.0, 0.0)	(112.0, 0.0)	(117.0, 0.0)	(122.0, 0.0)	(127.0, 0.0)	(132.0, 0.0)	(137.0, 0.0)	(142.0, 0.00341040856694632)	(147.0, 0.002728326853557056)	(152.0, 0.0)	(157.0, 0.0)	(162.0, 0.0)	(167.0, 0.0)	(172.0, 0.004092490280335584)	(177.0, 0.002728326853557056)	(182.0, 0.0)	(187.0, 0.005456653707114112)	(192.0, 0.005456653707114112)	(197.0, 0.002728326853557056)	(202.0, 0.005456653707114112)	(207.0, 0.004092490280335584)	(212.0, 0.002728326853557056)	(217.0, 0.002728326853557056)	(222.0, 0.005456653707114112)	(227.0, 0.002728326853557056)	(232.0, 0.00682081713389264)	(237.0, 0.002728326853557056)	(242.0, 0.0)	(247.0, 0.004774571993724848)	(250.5, 0.0)
WML2-IT-MF_S12_L001_R1_001	(1.0, 0.0034005508892440573)	(2.0, 0.16662699357295882)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.010201652667732174)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0006801101778488115)	(32.0, 0.0)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.0006801101778488115)	(72.0, 0.0034005508892440573)	(77.0, 0.004080661067092869)	(82.0, 0.0020403305335464344)	(87.0, 0.0)	(92.0, 0.0020403305335464344)	(97.0, 0.0006801101778488115)	(102.0, 0.0)	(107.0, 0.0)	(112.0, 0.0)	(117.0, 0.0)	(122.0, 0.0020403305335464344)	(127.0, 0.0020403305335464344)	(132.0, 0.00476077124494168)	(137.0, 0.007481211956336927)	(142.0, 0.002720440711395246)	(147.0, 0.00476077124494168)	(152.0, 0.0)	(157.0, 0.0)	(162.0, 0.0)	(167.0, 0.0)	(172.0, 0.001360220355697623)	(177.0, 0.0)	(182.0, 0.0006801101778488115)	(187.0, 0.0)	(192.0, 0.0)	(197.0, 0.0)	(202.0, 0.0)	(207.0, 0.001360220355697623)	(212.0, 0.0006801101778488115)	(217.0, 0.001360220355697623)	(222.0, 0.0006801101778488115)	(227.0, 0.0006801101778488115)	(232.0, 0.0)	(237.0, 0.0)	(242.0, 0.0)	(247.0, 0.0)	(250.5, 0.0)
WML2-IT-MF_S12_L001_R2_001	(1.0, 0.0)	(2.0, 0.01360220355697623)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.0)	(32.0, 0.0)	(37.0, 0.0006801101778488115)	(42.0, 0.0)	(47.0, 0.0)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.0)	(72.0, 0.0)	(77.0, 0.0)	(82.0, 0.0)	(87.0, 0.0)	(92.0, 0.0020403305335464344)	(97.0, 0.0)	(102.0, 0.0)	(107.0, 0.0)	(112.0, 0.0)	(117.0, 0.0)	(122.0, 0.0)	(127.0, 0.0)	(132.0, 0.0)	(137.0, 0.0)	(142.0, 0.0020403305335464344)	(147.0, 0.0006801101778488115)	(152.0, 0.0)	(157.0, 0.0)	(162.0, 0.0)	(167.0, 0.0)	(172.0, 0.001360220355697623)	(177.0, 0.0006801101778488115)	(182.0, 0.0)	(187.0, 0.0034005508892440573)	(192.0, 0.0034005508892440573)	(197.0, 0.0020403305335464344)	(202.0, 0.004080661067092869)	(207.0, 0.001360220355697623)	(212.0, 0.0020403305335464344)	(217.0, 0.0006801101778488115)	(222.0, 0.002720440711395246)	(227.0, 0.0006801101778488115)	(232.0, 0.0034005508892440573)	(237.0, 0.0006801101778488115)	(242.0, 0.0)	(247.0, 0.002720440711395246)	(250.5, 0.0)
WML3-IT-MF_S13_L001_R1_001	(1.0, 0.0010166631083457875)	(2.0, 0.12809955165156922)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.006099978650074725)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0)	(27.0, 0.00487998292005978)	(32.0, 0.0008133304866766299)	(37.0, 0.0)	(42.0, 0.0)	(47.0, 0.00040666524333831495)	(52.0, 0.0)	(57.0, 0.0)	(62.0, 0.0)	(67.0, 0.0018299935950224177)	(72.0, 0.00406665243338315)	(77.0, 0.004676650298390622)	(82.0, 0.0044733176767214645)	(87.0, 0.001219995730014945)	(92.0, 0.002643324081699047)	(97.0, 0.0014233283516841024)	(102.0, 0.0010166631083457875)	(107.0, 0.0010166631083457875)	(112.0, 0.0006099978650074725)	(117.0, 0.0008133304866766299)	(122.0, 0.0032533219467065196)	(127.0, 0.0028466567033682048)	(132.0, 0.007523307001758827)	(137.0, 0.012403289921818607)	(142.0, 0.0044733176767214645)	(147.0, 0.007523307001758827)	(152.0, 0.00020333262166915747)	(157.0, 0.001219995730014945)	(162.0, 0.0)	(167.0, 0.00040666524333831495)	(172.0, 0.0030499893250373624)	(177.0, 0.001219995730014945)	(182.0, 0.0018299935950224177)	(187.0, 0.00020333262166915747)	(192.0, 0.00040666524333831495)	(197.0, 0.0)	(202.0, 0.0006099978650074725)	(207.0, 0.0028466567033682048)	(212.0, 0.0014233283516841024)	(217.0, 0.0034566545683756772)	(222.0, 0.0022366588383607323)	(227.0, 0.0022366588383607323)	(232.0, 0.0)	(237.0, 0.0)	(242.0, 0.0)	(247.0, 0.0)	(250.5, 0.0)
WML3-IT-MF_S13_L001_R2_001	(1.0, 0.0)	(2.0, 0.014233283516841024)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(12.0, 0.0)	(17.0, 0.0)	(22.0, 0.0006099978650074725)	(27.0, 0.0)	(32.0, 0.00020333262166915747)	(37.0, 0.001219995730014945)	(42.0, 0.0)	(47.0, 0.0010166631083457875)	(52.0, 0.00020333262166915747)	(57.0, 0.00040666524333831495)	(62.0, 0.0008133304866766299)	(67.0, 0.0)	(72.0, 0.00040666524333831495)	(77.0, 0.0)	(82.0, 0.0)	(87.0, 0.00040666524333831495)	(92.0, 0.0032533219467065196)	(97.0, 0.0)	(102.0, 0.00040666524333831495)	(107.0, 0.0)	(112.0, 0.0)	(117.0, 0.0)	(122.0, 0.0)	(127.0, 0.0006099978650074725)	(132.0, 0.00040666524333831495)	(137.0, 0.0008133304866766299)	(142.0, 0.0028466567033682048)	(147.0, 0.0016266609733532598)	(152.0, 0.0)	(157.0, 0.0)	(162.0, 0.00040666524333831495)	(167.0, 0.00040666524333831495)	(172.0, 0.0034566545683756772)	(177.0, 0.0022366588383607323)	(182.0, 0.0016266609733532598)	(187.0, 0.00487998292005978)	(192.0, 0.0044733176767214645)	(197.0, 0.0032533219467065196)	(202.0, 0.0044733176767214645)	(207.0, 0.00406665243338315)	(212.0, 0.0030499893250373624)	(217.0, 0.002643324081699047)	(222.0, 0.004269985055052307)	(227.0, 0.002643324081699047)	(232.0, 0.0056933134067364095)	(237.0, 0.0034566545683756772)	(242.0, 0.00040666524333831495)	(247.0, 0.0044733176767214645)	(250.5, 0.0010166631083457875)
