Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
HM1-IT-MF_S1_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.000803328995356877)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.001606657990713754)	(29.0, 0.001606657990713754)	(30.0, 0.002409986986070631)	(31.0, 0.004016644976784385)	(32.0, 0.005623302967498139)	(33.0, 0.007229960958211893)	(34.0, 0.024099869860706308)	(35.0, 0.01285326392571003)	(36.0, 0.014459921916423781)	(37.0, 0.05221638469819699)	(38.0, 0.08354621551711514)	(39.0, 0.07390626757283258)	(40.0, 0.11567937533139044)	(41.0, 0.22493211869992497)	(42.0, 0.43620764447878607)	(43.0, 1.1142173165599671)	(44.0, 4.3990295785739315)	(45.0, 16.631320190869072)	(46.0, 7.140791439727834)	(47.0, 7.662151957714683)	(48.0, 17.078774441282444)	(49.0, 18.993107437216143)	(50.0, 11.917385646119206)	(51.0, 2.1135585867840154)	(52.0, 3.8824890345595766)	(53.0, 1.8998730740190615)	(54.0, 1.8026702655808684)	(55.0, 2.993203836699716)	(56.0, 1.1077906845971124)	(57.0, 0.13977924519209692)	(58.0, 0.04337976574927137)	(59.0, 0.007229960958211893)	(60.0, 0.001606657990713754)	(61.0, 0.001606657990713754)	(62.0, 0.002409986986070631)	(63.0, 0.001606657990713754)	(64.0, 0.001606657990713754)	(65.0, 0.000803328995356877)	(66.0, 0.000803328995356877)	(67.0, 0.000803328995356877)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.000803328995356877)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
HM1-IT-MF_S1_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.000812291596437332)	(3.0, 0.001624583192874664)	(4.0, 0.001624583192874664)	(5.0, 0.002436874789311996)	(6.0, 0.001624583192874664)	(7.0, 0.003249166385749328)	(8.0, 0.004873749578623992)	(9.0, 0.005686041175061323)	(10.0, 0.007310624367935988)	(11.0, 0.004873749578623992)	(12.0, 0.000812291596437332)	(13.0, 0.007310624367935988)	(14.0, 0.00406145798218666)	(15.0, 0.005686041175061323)	(16.0, 0.002436874789311996)	(17.0, 0.001624583192874664)	(18.0, 0.004873749578623992)	(19.0, 0.006498332771498656)	(20.0, 0.006498332771498656)	(21.0, 0.004873749578623992)	(22.0, 0.00406145798218666)	(23.0, 0.004873749578623992)	(24.0, 0.00812291596437332)	(25.0, 0.011372082350122647)	(26.0, 0.007310624367935988)	(27.0, 0.007310624367935988)	(28.0, 0.012184373946559978)	(29.0, 0.01868270671805863)	(30.0, 0.017058123525183967)	(31.0, 0.03167937226105596)	(32.0, 0.01868270671805863)	(33.0, 0.020307289910933293)	(34.0, 0.03655312183967996)	(35.0, 0.037365413436117295)	(36.0, 0.04223916301474128)	(37.0, 0.06579561931142383)	(38.0, 0.12265603106203735)	(39.0, 0.1454001957622828)	(40.0, 0.22256789742382843)	(41.0, 0.4483849612334094)	(42.0, 1.050293034193453)	(43.0, 4.5926966862563114)	(44.0, 19.549421851450383)	(45.0, 10.062668296667411)	(46.0, 7.603861634250599)	(47.0, 13.375193426935839)	(48.0, 11.921191469314337)	(49.0, 11.271358192165062)	(50.0, 7.234268957871445)	(51.0, 4.115069227551269)	(52.0, 0.9154526291848637)	(53.0, 0.8821486737309349)	(54.0, 3.870569457023688)	(55.0, 1.436131542501196)	(56.0, 0.17220581844471458)	(57.0, 0.1259051974477867)	(58.0, 0.012184373946559978)	(59.0, 0.001624583192874664)	(60.0, 0.001624583192874664)	(61.0, 0.003249166385749328)	(62.0, 0.003249166385749328)	(63.0, 0.003249166385749328)	(64.0, 0.003249166385749328)	(65.0, 0.002436874789311996)	(66.0, 0.00406145798218666)	(67.0, 0.005686041175061323)	(68.0, 0.00406145798218666)	(69.0, 0.001624583192874664)	(70.0, 0.002436874789311996)	(71.0, 0.0)	(72.0, 0.000812291596437332)	(73.0, 0.001624583192874664)	(74.0, 0.001624583192874664)	(75.0, 0.0)	(76.0, 0.000812291596437332)	(77.0, 0.0)	(78.0, 0.002436874789311996)	(79.0, 0.000812291596437332)	(80.0, 0.003249166385749328)	(81.0, 0.001624583192874664)	(82.0, 0.002436874789311996)	(83.0, 0.003249166385749328)	(84.0, 0.003249166385749328)	(85.0, 0.003249166385749328)	(86.0, 0.003249166385749328)	(87.0, 0.006498332771498656)	(88.0, 0.006498332771498656)	(89.0, 0.002436874789311996)	(90.0, 0.004873749578623992)	(91.0, 0.003249166385749328)	(92.0, 0.007310624367935988)	(93.0, 0.005686041175061323)	(94.0, 0.010559790753685317)	(95.0, 0.017870415121621297)	(96.0, 0.01868270671805863)	(97.0, 0.030054789068181292)	(98.0, 0.03086708066461863)	(99.0, 0.04223916301474128)	(100.0, 0.19616842053961567)
HM2-IT-MF_S2_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0004693866055837909)	(14.0, 0.00023469330279189546)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.00023469330279189546)	(21.0, 0.0009387732111675819)	(22.0, 0.0)	(23.0, 0.0004693866055837909)	(24.0, 0.0004693866055837909)	(25.0, 0.0004693866055837909)	(26.0, 0.0007040799083756863)	(27.0, 0.0009387732111675819)	(28.0, 0.0011734665139594772)	(29.0, 0.0016428531195432678)	(30.0, 0.005397945964213593)	(31.0, 0.008448958900508239)	(32.0, 0.005867332569797384)	(33.0, 0.005163252661421698)	(34.0, 0.011499971836802883)	(35.0, 0.04998967349467378)	(36.0, 0.11593849157919657)	(37.0, 0.16311184544036889)	(38.0, 0.3069788400517941)	(39.0, 0.20582602654849289)	(40.0, 0.11171401212894233)	(41.0, 0.0643059649649792)	(42.0, 0.10185689341168243)	(43.0, 0.2579279397682907)	(44.0, 0.5822740842267096)	(45.0, 1.5600063836576517)	(46.0, 5.259711608867533)	(47.0, 11.911154503301304)	(48.0, 28.221869660729325)	(49.0, 16.835019995857355)	(50.0, 9.012692213818173)	(51.0, 10.091577326754479)	(52.0, 4.412938172395144)	(53.0, 1.4926494057563469)	(54.0, 2.5159122059294763)	(55.0, 3.9534086855290305)	(56.0, 1.7663017968118213)	(57.0, 0.37198888492514737)	(58.0, 0.10514259965076908)	(59.0, 0.031448902574114014)	(60.0, 0.010561198625635301)	(61.0, 0.0037550928446703265)	(62.0, 0.0018775464223351637)	(63.0, 0.0023469330279189543)	(64.0, 0.0023469330279189543)	(65.0, 0.0023469330279189543)	(66.0, 0.004693866055837908)	(67.0, 0.00727549238654876)	(68.0, 0.028632582940611252)	(69.0, 0.12250990405736982)	(70.0, 0.15325472672310902)	(71.0, 0.08143857606878732)	(72.0, 0.02628564991269228)	(73.0, 0.0035203995418784315)	(74.0, 0.0018775464223351637)	(75.0, 0.0004693866055837909)	(76.0, 0.0004693866055837909)	(77.0, 0.00023469330279189546)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.00023469330279189546)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
HM2-IT-MF_S2_L001_R2_001	(0.0, 0.0)	(1.0, 0.0004518497599547249)	(2.0, 0.0011296243998868123)	(3.0, 0.0015814741598415372)	(4.0, 0.0022592487997736247)	(5.0, 0.004292572719569885)	(6.0, 0.00474442247952461)	(7.0, 0.005422197119456697)	(8.0, 0.006551821519343511)	(9.0, 0.01129624399886813)	(10.0, 0.009488844959049229)	(11.0, 0.009488844959049229)	(12.0, 0.010618469358936043)	(13.0, 0.01039254447895868)	(14.0, 0.00790737079920769)	(15.0, 0.009036995199094504)	(16.0, 0.009262920079071866)	(17.0, 0.007229596159275599)	(18.0, 0.007455521039252963)	(19.0, 0.00813329567918505)	(20.0, 0.00564812199943406)	(21.0, 0.0038407229596151607)	(22.0, 0.006325896639366149)	(23.0, 0.007681445919230326)	(24.0, 0.007003671279298237)	(25.0, 0.006551821519343511)	(26.0, 0.009262920079071866)	(27.0, 0.013781417678619106)	(28.0, 0.023270262637668314)	(29.0, 0.054221971194566954)	(30.0, 0.11815871222816095)	(31.0, 0.2275063541372029)	(32.0, 0.16831403558313685)	(33.0, 0.15227336910474365)	(34.0, 0.08110703191187271)	(35.0, 0.03095170855689869)	(36.0, 0.017396215758256894)	(37.0, 0.032081332956785516)	(38.0, 0.08585145439139726)	(39.0, 0.07387743575259721)	(40.0, 0.04315165207567635)	(41.0, 0.08856255295112564)	(42.0, 0.2796950014119707)	(43.0, 2.0143462298783223)	(44.0, 8.850155323357198)	(45.0, 31.142841005392185)	(46.0, 23.689579214884766)	(47.0, 12.662411748093644)	(48.0, 8.988421349903595)	(49.0, 0.990454673820721)	(50.0, 0.6635413724935416)	(51.0, 0.5456085851453449)	(52.0, 0.08652922903132933)	(53.0, 0.8092629200789175)	(54.0, 5.639085004233104)	(55.0, 1.3234679469072776)	(56.0, 0.07432928551255193)	(57.0, 0.017622140638234255)	(58.0, 0.011748093758822853)	(59.0, 0.009714769839026591)	(60.0, 0.005874046879411423)	(61.0, 0.007681445919230326)	(62.0, 0.008359220559162413)	(63.0, 0.011748093758822853)	(64.0, 0.01129624399886813)	(65.0, 0.010844394238913407)	(66.0, 0.01039254447895868)	(67.0, 0.01287771815870966)	(68.0, 0.08088110703189534)	(69.0, 0.177802880542186)	(70.0, 0.06687376447329907)	(71.0, 0.007681445919230326)	(72.0, 0.0018073990398188996)	(73.0, 0.0013555492798641748)	(74.0, 0.0018073990398188996)	(75.0, 0.0020333239197962622)	(76.0, 0.0013555492798641748)	(77.0, 0.0013555492798641748)	(78.0, 0.0020333239197962622)	(79.0, 0.0009036995199094498)	(80.0, 0.0011296243998868123)	(81.0, 0.0011296243998868123)	(82.0, 0.0018073990398188996)	(83.0, 0.0024851736797509875)	(84.0, 0.0022592487997736247)	(85.0, 0.0031629483196830743)	(86.0, 0.004518497599547248)	(87.0, 0.00474442247952461)	(88.0, 0.007003671279298237)	(89.0, 0.008359220559162413)	(90.0, 0.009036995199094504)	(91.0, 0.01039254447895868)	(92.0, 0.012425868398754938)	(93.0, 0.01807399039818898)	(94.0, 0.01965546455803051)	(95.0, 0.023044337757690946)	(96.0, 0.02214063823778149)	(97.0, 0.023496187517645675)	(98.0, 0.023496187517645675)	(99.0, 0.02214063823778149)	(100.0, 0.1721547585427502)
HM3-IT-MF_S3_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0008494733265375233)	(31.0, 0.0042473666326876165)	(32.0, 0.003397893306150093)	(33.0, 0.003397893306150093)	(34.0, 0.006795786612300186)	(35.0, 0.02378525314305065)	(36.0, 0.043323139653413716)	(37.0, 0.06625891946992676)	(38.0, 0.07730207271491453)	(39.0, 0.050118926265713876)	(40.0, 0.05606523955147652)	(41.0, 0.09429153924566507)	(42.0, 0.27013251783893133)	(43.0, 0.6880733944953994)	(44.0, 1.365103635745777)	(45.0, 3.1668365613318787)	(46.0, 6.992014950730686)	(47.0, 10.527522935781345)	(48.0, 15.047570506283394)	(49.0, 12.387869520896828)	(50.0, 9.911654774041482)	(51.0, 8.9126741420329)	(52.0, 5.906388039415238)	(53.0, 6.212198436968885)	(54.0, 7.358137954468526)	(55.0, 5.428984029900932)	(56.0, 3.0835881753312204)	(57.0, 1.3752973156642285)	(58.0, 0.5665987088005331)	(59.0, 0.20897043832823056)	(60.0, 0.07900101936798956)	(61.0, 0.039925246347263625)	(62.0, 0.025484199796125706)	(63.0, 0.008494733265375235)	(64.0, 0.00509683995922514)	(65.0, 0.0016989466530750465)	(66.0, 0.0008494733265375233)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
HM3-IT-MF_S3_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.001717106675252249)	(5.0, 0.001717106675252249)	(6.0, 0.0008585533376261245)	(7.0, 0.0051513200257567475)	(8.0, 0.010302640051513497)	(9.0, 0.01116119338913962)	(10.0, 0.009444086713887372)	(11.0, 0.006009873363382871)	(12.0, 0.008585533376261245)	(13.0, 0.008585533376261245)	(14.0, 0.01116119338913962)	(15.0, 0.0051513200257567475)	(16.0, 0.008585533376261245)	(17.0, 0.010302640051513497)	(18.0, 0.006868426701008996)	(19.0, 0.008585533376261245)	(20.0, 0.010302640051513497)	(21.0, 0.01116119338913962)	(22.0, 0.007726980038635122)	(23.0, 0.007726980038635122)	(24.0, 0.01116119338913962)	(25.0, 0.009444086713887372)	(26.0, 0.010302640051513497)	(27.0, 0.008585533376261245)	(28.0, 0.009444086713887372)	(29.0, 0.010302640051513497)	(30.0, 0.017171066752522487)	(31.0, 0.01373685340201799)	(32.0, 0.07383558703584663)	(33.0, 0.1408027473706847)	(34.0, 0.04035200686842788)	(35.0, 0.014595406739644117)	(36.0, 0.021463833440653106)	(37.0, 0.17600343421335585)	(38.0, 0.3271088216355516)	(39.0, 0.15625670744795508)	(40.0, 0.08757244043786462)	(41.0, 0.21463833440653088)	(42.0, 0.9821850182442757)	(43.0, 3.8772268727194166)	(44.0, 8.702296630179477)	(45.0, 22.8220648207731)	(46.0, 14.31294269156362)	(47.0, 8.033483580168422)	(48.0, 6.112041210560282)	(49.0, 8.165700794162905)	(50.0, 5.769478428847302)	(51.0, 3.942476926378987)	(52.0, 1.1126851255634391)	(53.0, 1.704228375187871)	(54.0, 8.926379051299998)	(55.0, 3.017814981755861)	(56.0, 0.352865421764336)	(57.0, 0.028332260141662118)	(58.0, 0.006009873363382871)	(59.0, 0.004292766688130623)	(60.0, 0.0)	(61.0, 0.0008585533376261245)	(62.0, 0.002575660012878374)	(63.0, 0.002575660012878374)	(64.0, 0.003434213350504498)	(65.0, 0.001717106675252249)	(66.0, 0.001717106675252249)	(67.0, 0.0)	(68.0, 0.002575660012878374)	(69.0, 0.004292766688130623)	(70.0, 0.002575660012878374)	(71.0, 0.001717106675252249)	(72.0, 0.0008585533376261245)	(73.0, 0.0008585533376261245)	(74.0, 0.0008585533376261245)	(75.0, 0.0)	(76.0, 0.0008585533376261245)	(77.0, 0.0008585533376261245)	(78.0, 0.0008585533376261245)	(79.0, 0.0)	(80.0, 0.002575660012878374)	(81.0, 0.003434213350504498)	(82.0, 0.001717106675252249)	(83.0, 0.0008585533376261245)	(84.0, 0.002575660012878374)	(85.0, 0.001717106675252249)	(86.0, 0.006868426701008996)	(87.0, 0.001717106675252249)	(88.0, 0.004292766688130623)	(89.0, 0.007726980038635122)	(90.0, 0.008585533376261245)	(91.0, 0.007726980038635122)	(92.0, 0.019746726765400856)	(93.0, 0.02060528010302698)	(94.0, 0.025756600128783738)	(95.0, 0.021463833440653106)	(96.0, 0.028332260141662118)	(97.0, 0.03520068684267113)	(98.0, 0.0566645202833242)	(99.0, 0.04035200686842788)	(100.0, 0.3065035415325265)
HM4-IT-MF_S4_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.00035747863171494825)	(20.0, 0.00017873931585747413)	(21.0, 0.0)	(22.0, 0.0005362179475724224)	(23.0, 0.0010724358951448448)	(24.0, 0.0010724358951448448)	(25.0, 0.0010724358951448448)	(26.0, 0.001429914526859793)	(27.0, 0.0010724358951448448)	(28.0, 0.0010724358951448448)	(29.0, 0.0012511752110023187)	(30.0, 0.0023236111061471637)	(31.0, 0.0025023504220046374)	(32.0, 0.0042897435805793775)	(33.0, 0.006970833318441495)	(34.0, 0.012154273478308233)	(35.0, 0.02538098285176136)	(36.0, 0.09634049124717894)	(37.0, 1.2125675187770566)	(38.0, 1.555032047960133)	(39.0, 0.30224818311498564)	(40.0, 0.30296314037841565)	(41.0, 1.6629905947380963)	(42.0, 7.105781501917222)	(43.0, 1.9355680514208682)	(44.0, 0.962868694524144)	(45.0, 1.5128495694177497)	(46.0, 2.1454080082376383)	(47.0, 4.574475310739068)	(48.0, 13.093012365182416)	(49.0, 17.35844739878966)	(50.0, 17.470338210516033)	(51.0, 7.996975730784207)	(52.0, 1.907505978831232)	(53.0, 6.892366758783009)	(54.0, 9.579891112016542)	(55.0, 1.694091235697311)	(56.0, 0.2620318370470515)	(57.0, 0.04933205117666274)	(58.0, 0.03485416659220754)	(59.0, 0.04307617512165123)	(60.0, 0.013047970057595603)	(61.0, 0.005540918791581698)	(62.0, 0.014120405952740443)	(63.0, 0.004825961528151801)	(64.0, 0.0007149572634298965)	(65.0, 0.0007149572634298965)	(66.0, 0.0008936965792873707)	(67.0, 0.0032173076854345333)	(68.0, 0.008579487161158765)	(69.0, 0.050940705019379987)	(70.0, 0.05683910244267655)	(71.0, 0.019125106796749718)	(72.0, 0.005004700844009275)	(73.0, 0.0012511752110023187)	(74.0, 0.0005362179475724224)	(75.0, 0.0)	(76.0, 0.00035747863171494825)	(77.0, 0.00035747863171494825)	(78.0, 0.0)	(79.0, 0.00017873931585747413)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
HM4-IT-MF_S4_L001_R2_001	(0.0, 0.0)	(1.0, 0.00017786236121178784)	(2.0, 0.0003557247224235757)	(3.0, 0.0008893118060589393)	(4.0, 0.0014228988896943027)	(5.0, 0.0023122106957532422)	(6.0, 0.0032015225018121804)	(7.0, 0.004980146113930059)	(8.0, 0.007470219170895093)	(9.0, 0.006403045003624364)	(10.0, 0.005158008475141847)	(11.0, 0.008537393338165822)	(12.0, 0.008359530976954034)	(13.0, 0.007292356809683305)	(14.0, 0.007470219170895093)	(15.0, 0.006758769726047942)	(16.0, 0.006758769726047942)	(17.0, 0.007648081532106882)	(18.0, 0.006403045003624364)	(19.0, 0.008003806254530458)	(20.0, 0.00942670514422476)	(21.0, 0.00782594389331867)	(22.0, 0.007470219170895093)	(23.0, 0.008537393338165822)	(24.0, 0.011027466395130844)	(25.0, 0.011027466395130844)	(26.0, 0.00871525569937761)	(27.0, 0.011383191117554418)	(28.0, 0.012272502923613355)	(29.0, 0.015829750147849098)	(30.0, 0.022232795151473493)	(31.0, 0.024367143486014962)	(32.0, 0.04962359877808868)	(33.0, 0.2799553565473486)	(34.0, 1.6719061953909697)	(35.0, 0.4555055070634032)	(36.0, 0.0869746946325644)	(37.0, 0.1068952790882852)	(38.0, 0.27284086209887637)	(39.0, 0.6308777952182171)	(40.0, 6.085916413585273)	(41.0, 6.470810563248283)	(42.0, 0.6660945427381431)	(43.0, 0.9416033402551397)	(44.0, 4.95008737488473)	(45.0, 7.772763047320938)	(46.0, 4.761197547277468)	(47.0, 9.95264414632997)	(48.0, 13.101163664489585)	(49.0, 15.192291445248966)	(50.0, 8.109634359456678)	(51.0, 1.1995037640122463)	(52.0, 1.6694161223340036)	(53.0, 3.070437941598686)	(54.0, 8.845984534874251)	(55.0, 2.4128807921993047)	(56.0, 0.19707149622265907)	(57.0, 0.04642207627627655)	(58.0, 0.06225182642412544)	(59.0, 0.051757947112630105)	(60.0, 0.007470219170895093)	(61.0, 0.0048022837527182715)	(62.0, 0.005335870836353636)	(63.0, 0.006758769726047942)	(64.0, 0.005691595558777212)	(65.0, 0.006225182642412577)	(66.0, 0.007648081532106882)	(67.0, 0.01333967709088408)	(68.0, 0.04891214933324154)	(69.0, 0.04108620543992299)	(70.0, 0.010671741672707269)	(71.0, 0.003557247224235756)	(72.0, 0.0028457977793886055)	(73.0, 0.002667935418176817)	(74.0, 0.0012450365284825148)	(75.0, 0.0014228988896943027)	(76.0, 0.0016007612509060909)	(77.0, 0.0023122106957532422)	(78.0, 0.0021343483345414543)	(79.0, 0.0014228988896943027)	(80.0, 0.0012450365284825148)	(81.0, 0.002667935418176817)	(82.0, 0.0032015225018121804)	(83.0, 0.0037351095854475437)	(84.0, 0.004268696669082907)	(85.0, 0.003557247224235756)	(86.0, 0.004624421391506484)	(87.0, 0.0037351095854475437)	(88.0, 0.005158008475141847)	(89.0, 0.007648081532106882)	(90.0, 0.007648081532106882)	(91.0, 0.008537393338165822)	(92.0, 0.007292356809683305)	(93.0, 0.012272502923613355)	(94.0, 0.017252649037543397)	(95.0, 0.020098446816932024)	(96.0, 0.01903127264966129)	(97.0, 0.028457977793886115)	(98.0, 0.033615986269028)	(99.0, 0.033793848630239785)	(100.0, 0.23077641367229476)
HM5-IT-MF_S5_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.002444270629644165)	(14.0, 0.002444270629644165)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.002444270629644165)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.002444270629644165)	(33.0, 0.00488854125928833)	(34.0, 0.007332811888932495)	(35.0, 0.007332811888932495)	(36.0, 0.017109894407509152)	(37.0, 0.14665623777864986)	(38.0, 0.26642549863121384)	(39.0, 0.07577238951896913)	(40.0, 0.08310520140790162)	(41.0, 0.10265936644505498)	(42.0, 0.10510363707469915)	(43.0, 0.17109894407509144)	(44.0, 0.37397340633555787)	(45.0, 1.1512514665624023)	(46.0, 8.858036761830487)	(47.0, 17.11967149002732)	(48.0, 21.113609698867702)	(49.0, 15.60422369964725)	(50.0, 16.024638247946235)	(51.0, 13.531482205709066)	(52.0, 3.4610872115760687)	(53.0, 0.37641767696520206)	(54.0, 0.2224286272976187)	(55.0, 0.5255181853734959)	(56.0, 0.21509581540868622)	(57.0, 0.07088384825968078)	(58.0, 0.22976143918655118)	(59.0, 0.036664059444662465)	(60.0, 0.007332811888932495)	(61.0, 0.0)	(62.0, 0.002444270629644165)	(63.0, 0.00488854125928833)	(64.0, 0.002444270629644165)	(65.0, 0.002444270629644165)	(66.0, 0.002444270629644165)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.002444270629644165)	(71.0, 0.017109894407509152)	(72.0, 0.024442706296441654)	(73.0, 0.017109894407509152)	(74.0, 0.00488854125928833)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
