ASV_ID	HM1_IT_MF	HM2_IT_MF	HM3_IT_MF	HM4_IT_MF	HM5_IT_MF	MRG1_IT_MF	MRG2_IT_MF	MRG3_IT_MF	MRG4_IT_MF	MRG5_IT_MF	WML1_IT_MF	WML2_IT_MF	WML3_IT_MF	WML4_IT_MF	WML5_IT_MF	XB_IT_MF
20d7d941c3d1345d1ada296189d383a5	0	0	10	0	0	0	10	0	7	0	139	39	253	345	0	1298
c4a0bc153e7e7c515caefec2104e16c8	0	0	0	0	0	0	0	0	0	0	0	0	2058	0	0	0
afe2b6f875be602cae8f3301d1677cd0	0	0	0	1972	0	0	0	0	0	0	0	0	0	0	0	0
fc5f77fecd80b4959b5e82cd749ecf92	0	45	0	3	3	0	34	1241	129	27	0	30	0	0	0	457
6bdd1104ef4c5f2a4a98a45c544479c6	0	0	0	0	0	0	1967	0	0	0	0	0	0	0	0	0
f59f401fd8713b04ab99213fd307637a	1929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8332cd0cf7cc35abecab948eba0ba342	0	0	0	1916	0	0	0	0	0	0	0	0	0	0	0	0
cfba088a58e56a6e56f56d83a1af2261	0	1	28	0	0	1	1876	0	0	0	0	0	0	0	0	5
700264da0fa5a527e0bef3be4c9d45b2	108	16	112	0	0	163	698	0	754	0	0	0	0	0	0	0
0eae6641613e097b1519d922b9cde171	0	0	0	0	0	0	1794	0	0	0	0	0	0	0	0	0
bbbf89b476a5ddc169dd5fc370818257	158	998	22	2	20	26	271	33	39	99	12	98	0	0	0	0
791488aa69bed4baa665eaacc5a778a2	0	0	0	0	0	0	0	0	0	0	0	0	356	1208	13	162
992b10b2e864d3ac588be8b01a2b99b7	0	1331	84	42	0	0	0	13	87	12	0	37	0	0	0	0
9d70e2be896f27bb0beb2fac50881bab	31	0	36	374	0	0	1091	0	19	0	0	0	0	0	0	0
7d9f439bae2e434bbef6fe077ec92099	0	0	0	0	1527	0	0	0	0	0	0	0	0	0	0	0
9d19f1d82de8398d23b2a6ce59c18a85	0	0	0	0	0	6	1514	0	0	0	0	0	0	0	0	0
634c5a7a769f470ba34d7f2ac473cc2e	0	0	609	0	0	0	794	0	109	0	0	0	0	0	0	0
3964c5a770c9f7de910e9d4fd8991252	0	0	0	0	0	1510	0	0	0	0	0	0	0	0	0	0
d363797257fc5f49c8ec0c9e6cbf7392	0	0	0	0	0	0	0	0	0	0	0	0	0	1504	0	0
118ae0c4b04dd38f1320ee5c6cc6940b	13	0	231	0	0	0	1217	0	0	0	0	0	0	0	0	0
29d88a5eca733a858114e5b0e0318b3b	0	0	0	0	0	0	0	0	0	0	1448	0	0	0	0	0
2aeb9d83e532547b73922a57b3061be1	0	590	78	0	0	16	698	0	51	0	0	0	0	0	0	0
bd3cadf68abcfe18dd467364455b6885	0	0	0	0	4	0	77	0	0	0	0	0	324	837	76	108
ec0c607d3bdcea3c0b0c087dec23f9d0	0	0	0	1421	0	0	0	0	0	0	0	0	0	0	0	0
02afebb71268594917fa69fbc6637889	0	0	3	0	0	0	69	0	31	1300	0	0	3	0	0	0
ed4523abcfe5517c17eeafffed8c7793	0	0	0	0	0	0	0	0	0	0	0	0	150	1240	0	0
884b04ae4ccbc324db9b8c682388b648	0	0	0	0	0	0	0	0	0	0	0	0	1365	0	0	0
e898128a229d93900c43d7aa70b7dc63	0	0	0	0	0	1351	0	0	0	0	0	0	0	0	0	0
9a81c56dd012791ea4bddaf0a4c4f118	0	1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c8a78073f1eb1341892f18c774bba357	3	342	0	0	0	0	969	0	0	0	0	0	0	0	0	0
8c3ff0eea0eaee6b36e972c0dc20e2fb	22	541	0	2	153	0	292	0	10	252	0	0	0	0	0	0
7cabbe357d8ff1869844076f8300f094	0	0	0	0	0	0	0	1272	0	0	0	0	0	0	0	0
d8b12e6c49647c811b6beed70c775e8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1269	0
010c16a2869ebdcac15cd5fb336ddbca	0	0	0	0	0	1251	0	0	0	0	0	0	0	0	0	0
54593b355a7103d50b2743ad207227f5	0	0	0	0	0	0	1201	0	48	0	0	0	0	0	0	0
14358e4fee4c2254383cf18e54cec32f	0	0	0	0	0	0	0	0	0	0	0	0	215	978	28	0
76851c4819310e474e9ade0411294946	0	0	0	0	0	0	1194	0	0	0	0	0	0	0	0	0
40cc8e5b1176e692c03d6138915a858d	0	865	0	4	135	0	0	0	37	0	9	0	30	81	2	19
9a0d9ae27bdf3a292006353417ad821d	0	0	0	187	0	0	0	0	97	0	3	19	217	627	27	0
97dbcf582345b2119191dbd97b3feb0b	0	0	562	0	0	25	580	0	0	0	0	0	0	0	0	0
5dec978917d781f907f00d0d3be66bc6	0	0	0	0	0	0	0	0	0	0	0	0	275	589	0	303
8ebcc6dc7ae11c54e6bb74591f0df02d	0	0	0	0	0	0	1162	0	0	0	0	0	0	0	0	0
5289a72188094b36ccd15f454384e3ae	0	12	0	0	7	0	1139	0	2	0	0	0	0	0	0	0
f73771718f15b91016b137f542b7a869	0	0	0	42	0	0	1038	76	0	0	0	0	0	0	0	0
28e85bfea6249021b26a2f9b296bb0a4	0	0	0	0	0	0	786	0	353	0	0	0	0	0	0	0
a13768007e510d8531e4bbc949e58495	0	0	0	0	51	0	0	0	0	0	0	53	0	399	126	486
bd45fae96df354ae51a262df8c41d897	0	0	0	1112	0	0	0	0	0	0	0	0	0	0	0	0
d3f29508867d3188bf8503eb2b172a05	0	0	0	0	0	0	0	0	0	0	0	0	661	438	0	0
e59e4d3bc25d24158fc827e08a2ab3a3	0	0	0	2	100	0	0	0	190	0	0	0	148	642	0	14
8c10cb471b09c491c5a01866c3c3ecab	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0
3c1eb41fcfc3624fc9b4b2dea7cdc468	0	1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37c23d78b41bb0dd055f6c20f2873b75	0	0	0	0	0	0	0	0	0	0	0	0	163	620	214	41
1979a5c6dca1a25724708c9df2b8879b	0	0	1033	0	0	0	0	0	0	0	0	0	0	0	0	0
6f2f292d2e1cf0218b4617ee9af8fbbc	0	0	0	0	0	0	1024	0	0	0	0	0	0	0	0	0
9db6567b34f2ca77a9d5648f4ea1e6c1	0	0	0	0	2	0	811	0	0	0	21	3	9	0	0	168
7f96c3e2ce13eeab6c411c42e401866c	0	0	0	0	0	0	1010	0	0	0	0	0	0	0	0	0
45ad9900264df50bb97f4d8cbb0ba310	0	0	0	1009	0	0	0	0	0	0	0	0	0	0	0	0
2f55585bc32ad78d9880a2c267918a6e	0	0	0	0	0	0	999	0	0	0	0	0	0	0	0	0
2f87e59457283a028c6080c17cad0e19	0	99	447	0	0	0	17	73	131	47	0	183	0	0	0	0
9f59f05cac688336b47cb08e9a98547e	0	0	19	759	25	0	0	136	0	4	0	54	0	0	0	0
59671d4177a45077977b0bb706f58b4c	0	0	0	0	0	0	0	0	0	0	0	0	225	432	0	340
7f7210c3d5c378acb619b9cfe4f24542	0	0	0	0	0	0	0	0	0	0	0	0	187	799	0	0
963d4c4188159ac347049605f96336e2	0	0	0	343	0	0	0	0	0	0	4	212	180	58	0	171
cc50ad6f943f8092524df7c2130ddd36	0	0	20	0	0	0	488	0	402	50	0	0	0	0	0	0
d1ed21c5c5dacd85b6f4c3e364ad2772	30	29	0	0	96	52	712	0	0	0	26	10	0	0	0	0
e76722810379849ddb4873246996d4b2	0	0	0	0	0	0	949	0	0	0	0	0	0	0	0	0
379417b244ad95140c819c020919e388	0	0	0	947	0	0	0	0	0	0	0	0	0	0	0	0
d4bdf640c8bffdf5f20811fd82b96e28	0	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92c2ce812efec353cf56ffadb53a4660	0	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bd4b07d8904449130e8c7ff8d78a73db	0	0	68	827	0	0	0	0	0	0	0	0	0	0	0	0
f1d79aae806489588c6f362e59f3202f	0	0	0	0	0	893	0	0	0	0	0	0	0	0	0	0
7160589788fd4a242a3fe9ff50fab6ed	0	0	0	884	0	0	0	0	0	0	0	0	0	0	0	0
e6a33835b87a376d8776dd844c87974f	0	0	0	0	0	0	0	0	0	0	882	0	0	0	0	0
859cc1aa4f445ebd4dc47a61bbdfbe96	0	0	0	0	0	0	881	0	0	0	0	0	0	0	0	0
103cda11383d5a1d2aee7f0bef4c32f1	0	0	0	0	0	0	869	0	0	0	0	0	0	0	0	0
374874a6145834adf3afec88c8634aec	0	0	0	0	0	0	869	0	0	0	0	0	0	0	0	0
b7c74080ed5724ef26150d8598efdcd1	0	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0
775f4e7b688dd637a01ad3116e3d8793	0	0	0	0	0	0	855	0	0	0	0	0	0	0	0	0
24d1b28a8517a9d4e55b7987eec8ccd8	0	0	0	0	0	0	0	0	0	0	0	0	0	854	0	0
4583d35d165a5eec53bd8398da72eee0	0	0	0	849	0	0	0	0	0	0	0	0	0	0	0	0
98631fbdf69fcf45e57a5ab1ff9d6a3d	0	0	0	0	0	0	0	0	0	0	0	0	0	827	0	0
45ed22e351cb464492ad2d10f1803f4d	0	5	8	0	0	0	439	0	373	0	0	0	0	0	0	0
a82a26c3beb9d046d0da035551b04803	0	0	46	0	0	0	22	0	0	0	0	0	207	452	0	86
be539967141f2c8b93e65c6f84d5723a	0	0	0	0	813	0	0	0	0	0	0	0	0	0	0	0
d2cd3a72ac1b70c0960183b6bc09957c	0	0	0	0	0	0	0	0	0	0	0	0	0	808	0	0
6131cbb299963f2af8e2e9cd83fab0c7	0	0	0	0	0	0	805	0	0	0	0	0	0	0	0	0
d11867c1159cf2283afe86a1dc4786aa	0	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0
f9eb0d3f39d3466e14fb5cb8d93d9ea4	0	0	72	169	0	0	525	0	0	0	0	0	0	32	0	0
1c602ef26f0ceac67cd0ef48fed010dd	0	7	756	0	0	0	27	0	0	0	0	0	0	0	0	0
53f3786f9520bade3fe03cd17338ca62	0	0	8	0	0	0	742	0	38	0	1	0	0	0	0	0
fbfb8a11527167f6b53d31f7f389b237	0	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0
cd659033c410238d869c0a3f44800b70	0	0	0	783	0	0	0	0	0	0	0	0	0	0	0	0
3bc40b5d2957a5639ecae36cb0537b99	0	0	0	0	0	0	0	0	0	0	0	205	64	81	234	199
3bdd0a764ac380e33de7ca5b45ca51f0	15	0	12	46	45	96	565	0	0	0	0	0	0	0	0	0
6db33f78f222365f989c50be6c6f33a3	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3801ea88b3034de2010101d85fbb492f	10	0	8	0	0	15	227	0	4	0	28	0	65	379	30	0
00430018412b44cb8a8a1719d8eca73e	0	0	0	0	0	759	0	0	0	0	0	0	0	0	0	0
b955ac0bd0d9d01b2bb55c1d7985f75d	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b154afa658f97ce2c660cba799023df1	0	60	135	75	19	0	26	20	368	0	0	38	0	0	0	9
2eed9f0bd9e3490564fcff2aec9cf0fd	0	0	0	0	0	0	275	0	0	0	0	0	0	475	0	0
2a1fb82870846b20a30a9ea879052db6	9	0	0	0	0	0	0	0	0	0	0	0	34	625	63	0
3e0912ac40299a3bb347c7ae2b3d281d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731
a1af3b0de84982c1659d2d0c823ce885	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0
b3eb85be72d9725b55c16e916a40b3a5	0	0	0	0	0	0	0	0	0	0	0	0	37	517	0	165
17fb60e7106144251570a72366e5a72f	0	0	0	0	0	0	709	0	0	0	0	0	0	0	0	0
8d455f1194e7ae554539dc0cd95dfdb5	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34145478f493893f4867896c2386c8b2	0	44	0	0	0	0	73	0	0	0	2	0	113	309	30	137
e170724e8515c27ff6249e4d634b1f3b	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0
035f0028312ac3b4f09f9476d2e6001b	0	0	0	0	0	0	0	0	0	0	0	0	227	465	0	0
6b66b195b6a2ff521fcc5feed0b72057	0	0	0	0	0	0	687	0	0	0	0	0	0	0	0	0
cafb2fd800581d55676accf6a425fe46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680
639c0f19a06a04e80261dd283cdf76b9	0	641	0	0	0	0	37	0	0	0	0	0	0	0	0	0
787a4a0bbfe891529372dfe032109abc	0	0	0	0	0	0	0	0	0	0	0	0	156	0	344	178
5cb3909459722cdb9dbbd2c4b00b0913	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0
91171a376975373c9c1a33c1fb49ea9c	0	0	0	0	0	0	0	0	0	0	0	0	10	615	0	44
f69b3e48c80666f35fe2d1de8b9f3e7a	6	0	0	0	0	0	653	0	0	0	0	0	0	0	0	0
a079040ce5bb713f4006bff2e9c7b1b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659
63a89d462a79edd2e55ed7bebbe69662	0	0	0	0	0	0	656	0	0	0	0	0	0	0	0	0
84599a4ea8b37fc5c94d0834db5bf3d7	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	138
859e1b4a0136ecb461786055a36c8908	0	0	0	0	0	0	0	0	0	0	0	0	85	564	0	0
408ed5f3bddf1cccaadb08aff6f2e42b	0	0	0	0	0	0	645	0	0	0	0	0	0	0	0	0
06457c0b487ac5ad0423441ae3e97cce	0	0	0	0	0	0	0	0	0	0	639	0	0	0	0	0
e1b9760b35d278c8927f5f4f647a6fee	0	0	0	0	0	0	637	0	0	0	0	0	0	0	0	0
f8c898361a14c5b1d673c1557c67091d	0	0	1	0	0	0	467	0	0	0	24	14	9	46	0	74
42fcb8f456f67d9e5836e8b968ccf42c	0	0	0	628	0	0	0	0	0	0	0	0	0	0	0	0
643f340b8fbf102c079c93643ae24066	0	0	0	0	0	626	0	0	0	0	0	0	0	0	0	0
26c647c6103a3ecde9d2804f223b799b	0	0	0	0	0	0	0	0	590	0	4	0	0	11	0	0
a98cab980f3fa09628f2cb50cde3290e	0	0	0	0	97	0	0	0	0	504	0	0	0	0	0	0
df0789ca05a62c5cbc5732955a2d69dc	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0
0ed42163345f95c2ce3583989781fdff	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b9f384d04f4302c350c5b13ae60c3495	0	0	0	0	0	0	0	0	0	0	0	0	0	582	0	0
8398dae3ceb801a71dde29d13b0e2ec3	0	22	15	0	0	1	537	0	0	0	0	0	0	0	0	0
633838d932c607f91621f2aa3ced4943	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0
6cdb2f95849fb12a89eb2d152ed4f30e	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0
70b0c80b28e6d4769f4658be526a964e	9	0	0	413	0	0	145	0	0	0	0	0	0	0	0	0
940d6e63567c56d4485939aab62762f8	0	0	0	0	0	0	497	0	0	0	0	0	62	0	0	0
81034ee9205a1e27a182bef17c9a702e	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3f254bcae4f79cd6851a4341cc0ee47c	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0
a658ac89255678ded09d3f6b1e58b475	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0
736a2569b132275a00362d0c30f6bf9e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545
7ad168a157ce75c83c7ad2afcbc87aad	0	0	0	0	0	0	0	0	0	0	0	0	0	543	0	0
52090dc5b2ea4bfff5653bb71855b608	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63bba50b8de60488e952abbc93022f7f	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0
9bb9eff1c5507cce7ba3ca406fd7ee13	0	0	0	0	0	299	230	0	0	0	0	0	0	0	0	0
6297f0a622ae4cf2fd599b884e9a68e6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529
55b641074f4b41027d49f5ab1aadf109	0	0	0	0	0	0	524	0	0	0	0	0	0	0	0	0
4261184d1bfcaa0eeeecc164a1f639c4	0	0	3	0	0	3	496	0	21	0	0	0	0	0	0	0
