ASV_ID	NTC	PAC	Site1_1	Site1_2	Site1_3	Site2_1	Site2_2	Site2_3	Site3_1	Site3_2	Site3_3	Site4_1	Site4_2	Site4_3	XB
02c3d2e1dfc8ea73cf9b52e64d037527	0	0	0	0	0	0	0	1758	0	0	0	0	0	0	0
b267b3bc3efdae3950af85631e823dbd	0	0	0	0	0	0	0	0	0	1497	0	0	209	0	0
3858059b531ae17c87d5dcc90fcc1565	0	0	108	359	251	186	89	218	0	220	95	25	0	95	0
b6ded5f3ba3f0ac3116c2df75e4d2075	0	0	144	289	215	67	90	247	0	141	49	129	18	255	0
1e72badcb204f3632daee561f0d98bf3	0	0	53	294	172	47	51	456	0	174	208	84	0	99	0
0f8f18156990c8a653d8da41945b567f	0	0	155	205	184	66	86	171	0	145	91	115	9	404	0
05d124b7e3e83ab6504c4cedfb69262c	0	0	72	296	286	107	72	409	0	206	50	45	0	55	0
0820e8d284ff1168a553336dcdff6043	0	0	92	180	183	79	107	162	0	53	34	237	29	432	0
db35191f03a080498f854c9d538c8ded	0	0	180	353	387	87	59	282	0	102	65	25	0	45	0
bf3c9c261c4bb8b92cec72f954523bd3	0	0	0	0	171	48	13	0	0	0	171	62	2	1063	0
c89667310ea146539495ba3538bcf929	0	0	0	1521	0	0	0	0	0	0	0	0	0	0	0
f25a5fdc03bcdee9961162bc2053e74c	0	0	107	109	136	90	113	326	0	97	113	116	4	264	0
56a8dfa339317c30df3e77d4aa89bc51	0	0	0	0	0	0	0	0	0	0	1471	0	0	0	0
ba91611c66054f858610283962eadfdb	0	0	28	622	0	24	142	259	0	115	78	23	8	164	0
d0405f597e38ad0005ae5f42933eb840	0	0	81	634	71	28	32	122	0	92	18	141	19	201	0
d44dc2cf1f5caa765b86fce6adcc734e	0	0	83	116	73	39	67	114	0	115	73	205	21	509	0
b510e968424aaf7d2e7dba31884af686	0	0	6	348	93	85	0	424	0	98	26	137	7	141	0
194bd2f6180122ba3772f77eab908542	0	0	95	284	302	135	68	148	0	87	55	63	5	109	0
b00cc5ba88d20e49dc7df357df3d1d9f	0	0	56	314	241	33	72	269	0	144	85	29	4	54	0
197ec03b20c452b209117d83f534cbff	0	0	0	0	96	62	5	407	0	108	57	129	6	424	0
c3167eb02e0bde8c778ad03b6337ee88	0	0	2	0	29	0	30	21	0	0	33	308	18	843	0
cb3097e3bdc7807507c428e9fd9bfa4f	0	0	15	193	149	105	23	268	0	52	45	45	11	367	0
b812465aed1c9c16ef7ca9ba54c508e6	0	0	139	296	176	88	50	216	0	138	77	15	6	51	0
daea7e069f5554c2651add5851eaafa8	0	0	43	250	98	47	27	248	0	204	149	80	0	93	0
8658d724297bf67a296cd0004ebde238	0	0	32	191	44	20	54	290	0	35	30	303	13	220	0
8c68c75b37c82ade164a3527b800320c	0	0	85	127	70	64	139	278	0	127	34	128	4	164	0
8c96d71e426b09def3f517de27cc5345	0	0	116	249	208	64	82	171	0	103	52	35	0	94	0
74d7964c0bc6488ed005b0649f787ce1	0	0	137	181	49	71	86	280	0	66	61	103	3	119	0
40f9d20b59eca5d9c4ed887e345db63a	0	0	138	106	172	146	112	226	0	51	46	21	3	101	0
c5d0e8eb33534600aab344a1b1ee4fd1	0	0	67	85	82	34	38	92	0	150	18	268	11	277	0
4a8ea97aab54b5c97c84b7b6c2782f58	0	0	122	117	16	60	75	272	0	66	20	131	6	231	0
4ec643dcff09c438530998b8abd3f35f	0	0	48	105	116	50	41	148	0	120	36	98	4	344	0
0f53e5400f6c2223b68685e57455a83e	0	0	44	587	55	21	44	137	0	83	62	35	3	18	0
b4058186012b5bc05459b5c733d3e249	0	0	121	104	100	62	109	163	0	46	56	104	7	196	0
7e41ade8e85825cb8c368a8be7114c81	0	0	0	0	0	34	35	61	0	0	56	127	28	687	0
cdfb9e07b49c42ea6ad3bd2b080d1167	0	0	0	0	0	0	0	0	0	0	0	0	0	1020	0
e58a1b8b12ffec54f2c5e26f80622676	0	0	54	52	22	23	31	108	0	51	0	289	5	381	0
3fc8f7ccba5ac99c052bd871d746dd92	0	0	17	0	558	0	0	151	0	0	0	0	42	200	0
54dfe9fe51f3f9e6a18a53c7dc68c86e	0	0	79	323	168	51	45	93	0	122	41	14	1	23	0
4c21403bcfa8c37a855df19f8aae93c0	0	0	116	159	135	56	37	167	0	85	53	49	1	78	0
cc60254c1f31d7250db09d3fbb4a6b8b	0	0	111	257	108	51	24	144	0	52	74	33	6	76	0
d85045786f9247f4ecef254f3dab0038	0	0	79	116	19	52	93	112	0	156	26	123	13	144	0
53d9d7fe9ceafedeb5621f76713d7c14	0	0	0	0	0	926	0	0	0	0	0	0	0	0	0
02903e4710b24d00063848e1ce90e278	0	0	46	386	83	3	24	114	0	30	76	66	3	91	0
f7f1392cca1d22b0659c7b7b7be39330	0	0	73	152	175	47	38	211	0	40	34	47	0	90	0
8cd610a5ceba4da4967075f8925db737	0	0	27	261	49	38	45	143	0	117	50	52	0	114	0
e37a6dd4bd7723469015ee481b7feaf9	0	0	19	36	46	134	33	275	0	55	0	0	14	270	0
4f59b44d1390e8febfb4ae5918aee55a	0	0	27	92	373	33	36	52	0	30	43	35	4	149	0
ca08bf28a7685cc7cc3e52ce0a1dd2c0	0	0	66	0	137	143	26	33	0	263	0	78	5	105	0
f33855a60baf0d8b1bd08b3b450b4b5d	0	0	51	66	42	28	77	72	0	72	37	80	6	325	0
633c5dd6f9704a8a21dce47d2fe531c1	0	0	51	164	56	41	29	132	0	173	46	40	1	101	0
89c1aa209a6fa5ad94d3646f9994f3da	0	0	18	195	109	31	18	73	0	37	0	162	8	179	0
70c41ea79455b73e93a9aee84a2dfc01	0	0	28	0	94	20	12	74	0	24	26	195	9	339	0
4757363cd068cf9dd1e26e6000cc4f2c	0	0	48	64	0	15	14	120	0	2	8	192	7	344	0
ec7f23596850df407735309d7e9d9ef9	0	0	46	93	157	54	29	218	0	64	50	10	1	85	0
55bd30ee7b37f086a9446bd13a6cbc29	0	0	45	78	108	45	27	125	0	40	51	66	0	222	0
3ebc564b93413f52d9a4e7f862ddd87f	0	0	0	0	0	807	0	0	0	0	0	0	0	0	0
54b56a103e75ccdd032de6e71f9dac9e	0	0	88	46	151	59	38	157	0	127	9	31	2	98	0
563191a580ad39a672fb10fdaa214c11	0	0	7	131	55	39	32	154	0	86	48	81	4	165	0
b884bccd23988f2525049c9aac4aa182	0	0	29	79	89	23	52	123	0	102	21	91	5	184	0
95fa22bc9c3f947e436d7a8ffcb7e753	0	0	118	122	41	0	0	0	0	136	0	90	12	276	0
a1968def06c81c35ce947da39fdfbdbd	0	0	64	44	390	5	25	100	0	39	10	38	0	33	0
03e99a557a2dfdf0633d83503929cf13	0	0	2	0	0	9	0	81	0	48	0	133	22	452	0
c5f322ff28b085d0df759a0a750548b1	0	0	0	0	0	0	0	0	0	220	0	0	4	517	0
6f62f4869de015d2b1071536e96c7fa0	0	0	55	206	97	55	47	99	0	91	45	10	1	31	0
52b89349234bfde6d0ad7770d1d25cdf	0	0	65	0	342	0	0	0	0	204	55	61	0	0	0
80ab1ebf299dba8c1c35a5ee322282ce	0	0	0	20	87	14	20	113	0	66	100	95	10	198	0
9c0b4c3297e004b770a3b7e9b9e8d94c	0	0	0	55	0	12	0	90	0	44	62	21	12	425	0
29102a5c0fa3237e5881ab2460e1c25d	0	0	0	0	0	0	8	0	0	142	17	69	4	478	0
8cf866b20e8a73a80102bed8f3131e9d	0	0	0	0	0	0	0	0	0	713	0	0	0	0	0
e590869e4a1cb2e60712b73d4a5057af	0	0	44	78	128	58	30	86	0	72	69	28	0	109	0
e141e7b28f2b528af48dff0c879e4c00	0	0	9	0	0	7	36	500	0	0	31	73	3	39	0
6def957531f87559c5ff74a12d83727b	0	0	0	0	0	0	0	0	0	696	0	0	0	0	0
03b4d55c8d18ede5ebb8e07929f079ee	0	0	28	220	90	31	18	61	0	84	105	10	1	43	0
554797956c15813f5e83c836d5cc5f44	0	0	42	190	53	20	40	111	0	88	82	53	4	7	0
ca2949692fa894a05726f6f450bdce41	0	0	0	0	0	0	689	0	0	0	0	0	0	0	0
aaf1e315d78b758b3c8a542f01db28ad	0	0	61	136	94	38	57	110	0	51	54	35	1	40	0
8fbc6cac4b00bb29e3747775f7832f34	0	0	0	0	0	0	0	0	0	0	0	0	0	668	0
cfde500d3c1498ced3c7b68d4dae1efe	0	0	44	30	50	24	38	40	0	23	33	150	9	209	0
a6b85e4440d830cdefa9f84b219f1897	0	0	71	160	76	28	32	81	0	23	50	36	1	84	0
8165765d48448f5e51881f587d006863	0	0	16	0	0	50	27	45	0	72	0	150	0	278	0
920d4cd713b0c955cd2668aae9dc3715	0	0	39	97	38	53	48	102	0	54	41	64	1	94	0
8ceebf76880d6a53ad0a24ddceea17a2	0	0	17	34	20	7	12	48	0	10	19	228	7	226	0
c4c71b6e04192cc20b2ccb66fcf11912	0	0	20	148	2	45	54	93	0	38	64	91	0	70	0
b850841bba8ae01842d44d527684be16	0	0	38	28	49	12	7	27	0	0	10	97	4	351	0
c926ad286b28616421b8e7900220746e	0	0	24	35	132	5	20	67	0	76	13	67	0	181	0
e7d2b86e0dcd6ec19354412adcd63510	0	0	38	36	0	7	86	0	0	51	35	148	0	206	0
62f3f90c43eb1baa31008a21ca781239	0	0	86	216	37	25	57	60	0	52	36	10	3	24	0
618a80426eb39c4ec293618940d8698c	0	0	31	71	46	46	34	103	0	40	20	66	0	148	0
4c8f43e15e821de239d4e3041c4dff57	0	0	23	58	0	13	10	48	0	5	20	79	16	329	0
6cfc94e9276479ee02c225310737b5d2	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0
e3a1c3362cd4211315e6486ce0579caf	0	0	50	33	67	39	45	72	0	49	21	58	0	157	0
b22d5c25165da02712912bc7ab3e4263	0	0	35	49	48	11	23	56	0	35	20	71	12	231	0
0beecc11975029f6f9e5224b05e321bd	0	0	51	98	152	54	46	72	0	20	20	20	0	49	0
1c773cac66ee86617f87362fbc36f3e4	0	0	44	88	119	23	47	88	0	21	32	59	14	47	0
f4aa61a4adbbc9340f2c4abae9c78afb	0	0	19	63	120	26	33	117	0	82	92	7	0	22	0
84466919084265e939523434d342689e	0	0	0	0	0	0	0	0	0	0	0	581	0	0	0
48d196bc012622b277c3bd08a1d1388e	0	0	39	75	42	31	13	42	0	0	13	94	0	224	0
4f27d2bb4a89a6e01b9f047becd63a83	0	0	33	0	40	0	7	47	0	34	0	161	13	235	0
8653b792eaba4844a706ae0c3848ebe3	0	0	0	0	112	31	0	0	0	0	27	0	0	397	0
7a5d2927f74ee94007e39f17f7758bb7	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0
f8598826468826bfa7a9c4d00a5bc3ec	0	0	43	162	140	43	15	71	0	43	27	0	0	20	0
9905bd374b09011f22b44aab87e27903	0	0	13	200	96	31	25	100	0	38	37	7	1	16	0
0fd7136a347f93319917936ab5a9d19e	0	0	0	131	180	68	0	98	0	0	0	37	0	50	0
b2b9c6f3b741d6f604839fbfa30b02e0	0	0	34	178	25	74	57	81	0	89	0	8	0	13	0
a83b97a46ec1c707efecae90320fecf5	0	0	68	0	0	60	27	46	0	68	42	49	8	185	0
356dc1dbd83528c24c2869dff570da3c	0	0	49	6	18	31	13	196	0	25	24	106	7	71	0
30cf4092bca82b25f9bd934eace920bb	0	0	25	25	1	3	22	0	0	51	18	139	3	258	0
d83a12a36bbaf179d3f1759982151f3a	0	0	17	49	84	23	35	50	0	67	24	150	2	43	0
3d6b67133b8d7ce691b39b84aea533f3	0	0	0	311	37	8	18	23	0	56	6	44	3	36	0
8bb855fdaa069a904b83c8069bd5cf7b	0	0	103	112	83	86	35	55	0	0	29	10	0	27	0
083572625e42f43a26b3c5a10e4b0b13	0	0	102	121	0	0	99	0	0	60	24	10	0	116	0
d081b20cc0322ce648b64ff31964c1aa	0	0	54	0	0	18	0	0	0	0	9	104	16	328	0
e3f40a888ecc95821c8978a78cdabd5c	0	0	0	0	178	49	0	43	0	52	23	131	0	52	0
578ea0491821b8ed92f05b4c4df5ad6a	0	0	3	43	35	44	52	41	0	66	75	81	0	80	0
e1c3a1ffea65249c8851752c9861aa67	0	0	14	322	19	35	2	51	0	49	4	23	0	0	0
53e310ff3390fd286693eaeedc3d61a2	0	517	0	0	0	0	0	0	0	0	0	0	0	0	0
3bc4f3622efbf63a64cdcb71179a4ef6	0	0	0	497	0	0	2	7	0	0	0	5	0	4	0
e4e3b9930fdb010417ac4c49c4a0c318	0	0	72	0	90	20	18	55	0	58	4	91	4	102	0
7151e912604bd630b235d63c638b8fcd	0	0	32	1	2	5	12	52	0	33	6	72	4	295	0
3b95c36ae715a4d06a21ba71d9e006d7	0	0	13	81	5	33	17	26	0	206	11	31	4	84	0
681084c11f899744e2c0af3709e3b0a5	0	0	0	100	0	0	0	56	0	144	39	48	10	111	0
f0f3889605763a4f563c742ed73dbb38	0	0	58	143	55	14	2	91	0	1	47	60	5	31	0
790c36b8b7fa520fc076ca07c6f6b072	0	0	9	0	0	0	0	0	0	0	0	205	3	290	0
aadcd33854077e31cd19081408e57447	0	0	14	8	196	6	14	53	0	27	27	48	1	110	0
be8cc5990b3ea66accca0bb5f1975cab	0	0	32	63	112	34	10	33	0	13	45	46	2	111	0
64d917398f9090fb7eb9f37682aaab40	0	0	0	284	0	21	13	0	0	28	0	51	2	101	0
e722f9fd368b04873f483d9e1188d378	0	0	58	140	61	11	17	106	0	28	7	23	2	46	0
a2aa8b0a02bca5196bb77fed01ba7a75	0	0	0	0	0	0	0	134	0	0	306	0	0	59	0
7a710e56466d40fbe9d47125d6424865	0	0	64	65	103	95	55	33	0	23	8	0	0	52	0
dc4a9284d3d04d3ea2573ba2746f1a58	0	0	12	75	104	34	25	110	0	35	21	19	2	51	0
77164ebd8fe71135a11d0486fe87271c	0	0	38	75	41	20	14	93	0	107	38	24	0	31	0
7f385730bc958b8481642ff97e3614f1	0	0	0	0	0	0	0	0	0	0	0	0	481	0	0
b2118632158e3b692828482aee5a5814	0	0	53	67	61	41	43	95	0	39	46	9	5	21	0
312c50ce769b92b3e7bd86348d489d1e	0	0	32	75	80	6	26	55	0	54	20	17	9	105	0
423985f6101b982fc53247449c792df4	0	0	0	0	0	0	0	0	0	0	0	0	11	468	0
490154fbf3c0b736dc71d1b9978325cb	0	0	5	75	100	13	0	13	0	54	17	77	4	119	0
e6294eb37c519f2a9d143812e62ec2f4	0	0	38	191	43	25	5	44	0	38	34	17	0	38	0
9f794b5ccf25c2e6290a809978efd8f5	0	0	23	0	17	12	32	172	0	8	7	62	7	133	0
d985995383d41b9380652fe778a6f49e	0	0	0	0	13	30	41	184	0	0	21	0	15	169	0
bb8ef98360c8ebba636a4653e2957661	0	0	0	0	0	35	35	181	0	0	0	48	0	172	0
2bc03d60c0e3a61382a2184f55ce56e0	0	0	0	0	0	0	470	0	0	0	0	0	0	0	0
5d19f9b6c0980bbb16fbfc6e868161ad	0	0	0	0	0	0	41	42	0	131	0	0	0	251	0
3236f1967f4c5445500b4565a2891151	0	0	18	0	0	0	9	0	0	0	0	53	7	377	0
88598954a782ca8f1ae116c48f02226a	0	0	37	190	84	17	19	65	0	19	24	0	2	5	0
7ab9c38204a50053426a97ff6573dfb5	0	0	12	30	26	23	6	54	0	147	9	56	0	99	0
e7c2ed3fb2193715220fdf92d9606102	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0
d03f22a6203e8aa2b2bb3262aadde7d3	0	0	12	23	9	0	11	5	0	0	6	135	22	236	0
cc3697518505ca4d278ce3e71e2b0805	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0
a2169165a2674d7a839ed1e1df9545b7	0	0	39	66	115	11	67	63	0	13	30	37	1	13	0
032ca89228e5a263de72e5caf02079f0	0	0	0	127	0	0	0	160	0	0	34	76	16	42	0
58da39aaf30aa915e086d3f2dc8906ae	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0
3fabb31cbdaed8f0677304d7fb29a2f2	0	0	12	57	14	6	15	101	0	20	14	116	5	92	0
bfde8731f3c369d40fcf54c8e795c445	0	0	0	0	0	44	0	0	0	0	0	78	0	329	0
5053d4fbd82db481f05abe3cc90a764b	0	0	33	108	32	28	13	13	0	15	23	35	3	147	0
8d0f55cb96f20d5e5c1dd06af224338b	0	0	38	80	96	21	19	91	0	27	34	11	0	27	0
c4f8e66d75506dd93b537cc96c06e0c4	0	0	5	407	0	6	5	2	0	5	13	0	0	1	0
e12359ea2752565af60f83b31e3ac170	0	0	56	76	29	16	16	119	0	19	0	46	0	66	0
7a2f9875601efacc60ad22e5b8678d2d	0	0	48	54	14	3	22	30	0	90	6	29	2	145	0
b089fcabd9e21071b4c89e02f7dcb99c	0	0	0	0	0	0	0	0	0	0	0	17	10	415	0
95c9211191b0e6a9877dbcf7d4d12682	0	0	47	132	23	20	47	45	0	22	18	25	0	62	0
c514cdcdb17507205bee3ae35e2ed815	0	0	35	34	46	7	6	74	0	11	0	97	6	125	0
cea20460f50a8cbb2760837352e28e43	0	0	32	14	40	15	32	13	0	45	12	52	17	168	0
64afca93370a50f7676d935e9d16a1e9	0	0	52	29	53	5	62	24	0	34	12	56	15	94	0
c591f0131449e338af381bb7d0f87ee5	0	0	10	0	0	4	0	30	0	17	26	7	8	331	0
ed777791a356595bddba014500529787	0	0	36	117	16	38	16	43	0	54	27	29	0	55	0
34d3491f63e0ffe9543c53fb47d12fd6	0	0	17	110	32	21	45	13	0	20	33	36	0	103	0
44761df9588b1d4c599e1e88e9eaac4c	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0
ae2258df2d841204f0292d2140dc85bc	0	0	53	49	82	38	17	72	0	32	25	17	7	35	0
002106801a7d04effc7c2ff136e57aaf	0	0	0	0	8	0	0	165	0	1	1	70	7	173	0
70176c9b5b7e7d8ffd1c9b1db7b30954	0	0	45	67	51	27	19	33	0	75	13	31	0	59	0
2bb3bbf710f736de7900acd58f8c8bc2	0	0	87	0	0	0	0	0	0	121	20	191	0	0	0
739780b2721a8db88780202fae912c42	0	0	16	0	54	10	29	27	0	15	66	46	0	155	0
4a9a92ad6c0facd53f54b21304d59334	0	0	0	6	0	0	1	14	0	0	0	167	9	219	0
2047bfc69628da812f5ba2ed9617c73a	0	0	55	69	0	36	39	19	0	30	23	20	0	121	0
2e0cfa9ff660ab27cf702a2f0b0da05f	0	0	0	134	0	0	8	57	0	37	0	38	7	130	0
e961f0e9383a88fead67756ff6f2ae22	0	0	26	8	166	45	15	32	0	0	17	18	0	79	0
3c59a397972cb5fe7150f3c733b290e8	0	0	20	0	0	19	20	111	0	9	50	0	2	173	0
49ddecae80c27498689a424a6b2d8747	0	0	44	34	48	34	24	90	0	50	20	21	0	38	0
c87925552c4bcbb5fc9602ea2ddcbee6	0	0	24	36	61	11	27	57	0	44	27	57	0	59	0
a1a79ade067e0e355b12a7981ddf2a95	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0
8b9a1f3e5e6ec3e4500042afe8e0f9f7	0	0	2	53	79	41	37	41	0	17	12	95	0	23	0
d20179c91e60e9d1545726f1d4c59730	0	0	0	81	0	0	86	0	0	232	0	0	0	0	0
5db479a07b54a245c0988281a2c51960	0	0	0	0	69	0	0	142	0	179	7	0	2	0	0
6bb0f7cebbb86a0b7446c3705f29cf56	0	0	42	90	11	17	37	49	0	22	16	28	1	84	0
5b8abe8a8975917358a144a4131da534	0	0	25	0	102	78	3	81	0	26	0	44	0	37	0
c4a70abf97fffaffe75921c90386fb57	0	0	18	77	38	21	30	46	0	14	9	39	4	99	0
9b34f904ee2b83a03ff15cc71ac4856b	0	0	4	39	19	4	3	110	0	78	10	65	0	63	0
3107a57f98f0d685cbcb87148bdbfc55	0	0	9	79	6	10	38	105	0	67	63	0	0	14	0
11f48bd6a468904e4092c7ae9271d592	0	0	7	109	51	0	20	16	0	10	15	68	2	92	0
728c235113b6fae0f66453d9e06b8cec	0	0	10	76	49	9	24	102	0	32	8	39	3	36	0
5683b5a2a44433674c98fcc96ca57e7c	0	0	0	0	0	0	0	0	0	0	0	101	6	280	0
e9ea58193607cf3724a699b7afb2728c	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0
f84d11cff054a504ce34cc8b9dedb7ae	0	0	107	0	0	0	0	130	0	0	0	8	12	125	0
d3f59c9c88b045bfa08cfee230e1a18e	0	0	19	0	24	18	5	95	0	43	0	12	0	166	0
43cfcc2a242a58c35b4d5656dddfa58e	0	0	14	0	0	40	0	0	0	0	0	0	7	321	0
21ab1971fd694599f51a128ec36d5e2a	0	0	17	0	0	0	0	167	0	111	0	61	0	25	0
9acc1f9d8639c386da1c8f1f8c113581	0	0	0	0	0	0	17	46	0	100	0	66	8	143	0
e48876e32c92916d06c4255810401947	0	0	31	194	33	9	1	19	0	48	0	25	4	15	0
e4c057ec9b5cff55cf966b426c880687	0	0	0	0	61	0	56	255	0	0	0	0	7	0	0
4011fcce45d94c28584c6ed8a6ee0d41	0	0	31	0	32	33	10	139	0	25	22	22	8	56	0
7169a88c015670b6d5c303c981f62317	0	0	20	0	0	0	0	0	0	0	0	0	0	358	0
