ASV_ID	NTC	PAC	Site1_1	Site1_2	Site1_3	Site2_1	Site2_2	Site2_3	Site3_1	Site3_2	Site3_3	Site4_1	Site4_2	Site4_3	XB
67337b3ba846e8c121c6c66bb5c3d983	0	0	0	7	0	0	0	7	0	0	0	20	0	29	0
2f17453b20c18bf18cf9827e718684d2	0	0	0	4	0	3	0	30	0	0	1	9	3	13	0
a1df78a91d60003a8a020c0645bfa0e9	0	0	0	1	0	0	11	25	0	0	5	2	0	19	0
69034e5bb9b22c11fd1187748b5c3e17	0	0	0	0	37	12	0	0	0	0	0	5	0	9	0
67d42051c3ee56b60abe295eca3a6527	0	0	0	0	34	0	4	0	0	0	0	0	0	25	0
46654f937a9420aba1d816690a688fd7	0	0	0	0	0	0	54	0	0	0	0	0	9	0	0
eb9e490cca827299fd7cd238a973bb7a	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
d4bf2fbfc171ac00bf236a7611297182	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
2debddb44b20ad31769e7b15c06259de	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
b25942fbcb07bd150b8f9200f89ca987	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0
efa102157334fcae992f142274ecc30b	0	0	22	4	0	0	2	9	0	3	0	11	0	11	0
cc41ac55b86402f89e887f3336f00d2f	0	0	15	12	20	0	5	5	0	0	0	0	0	5	0
94eb0c3b303eb2292b139c1a834977c8	0	0	14	3	3	8	0	0	0	0	0	0	0	34	0
e4f27bd0f880f81ea4f20afd66f0fd30	0	0	11	0	0	13	8	9	0	4	0	5	2	10	0
be0ef63ff396da26eb9229068df46054	0	0	5	10	4	0	2	0	0	0	18	14	0	9	0
60987694248b65daaecdb3cb9362c2de	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0
480c0bad0a25f3a168b56eb534ae8a46	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0
fc80f0ea160f204b5d6d5853abfde4bc	0	0	0	0	9	0	0	0	0	1	0	0	0	52	0
8f28e32edcc0f6ef447252e7c2e10a07	0	0	0	0	2	0	3	18	0	0	0	17	3	19	0
cecf32331bf7fb2af7ac64665106f315	0	0	0	0	0	0	11	0	0	0	0	0	0	51	0
22912b16940da8c80ae51e548bb71178	0	0	0	0	0	0	3	0	0	1	0	28	0	30	0
6022433fd918692798f03420dfde9b44	0	0	0	0	0	0	0	16	0	4	0	25	2	15	0
1fb9b2c66fe1c461fd673b9139e94744	0	0	0	0	0	0	0	9	0	0	0	36	0	17	0
464e816204d5fc926665e18a494eb08e	0	0	0	0	0	0	0	0	0	9	0	0	0	53	0
3c1e354415d9ee96b189486be36c84f5	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0
cd42e855c6bc708025afa965b63c084c	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0
db1896649e55fcf0a044c86e83597b9f	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
602c8168141002c454f7b5773542000c	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
7ee359b70afb115ca099ce058a9b7144	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
bbcfb9909ebdc8a25d216065da7d8b05	0	0	37	0	0	5	4	0	0	0	0	12	3	0	0
75465955070c653d7a2be03f3fb73e62	0	0	16	0	12	0	12	0	0	4	0	11	0	6	0
afe0467c90a1e777e17097a5eda3873d	0	0	9	1	3	0	6	0	0	0	0	1	1	40	0
0ddd334365a20e66f7b0ecb2a6615e27	0	0	8	0	0	0	2	0	0	0	0	14	0	37	0
65edf60af6063e7e2f2b583435150725	0	0	3	0	0	0	0	47	0	0	0	0	0	11	0
de806ab5d7dbd7640c994778bd3c9a52	0	0	1	0	0	3	0	19	0	0	0	7	2	29	0
4960910a74fb8747e9a3e01d881531e1	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0
be6fd1b19157a70df6a38cf51915ae27	0	0	0	21	20	9	0	0	0	0	2	0	4	5	0
e3bd8b3f1445b84d826dd8529a2fad09	0	0	0	19	0	1	0	26	0	2	4	4	0	5	0
57350f101aed6057f6bb8807ed7af143	0	0	0	14	1	0	0	1	0	0	8	16	0	21	0
7e76647aba7b98c61cc5253c2cbe5ff4	0	0	0	11	6	0	0	12	0	5	1	3	0	23	0
c7f7b18b4731c6589c8d07376a3ab9fa	0	0	0	9	52	0	0	0	0	0	0	0	0	0	0
50c337e5090f5e44465496d18d86cda2	0	0	0	0	0	0	33	0	0	0	0	28	0	0	0
53cbf6a8eda3737a6976d5a4a8713fb5	0	0	0	0	0	0	3	2	0	0	0	6	0	50	0
ac69a6e02d9dc12aa66d915e4dc68883	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0
f1af511583feadf154eb285954784422	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0
dc40fc1f9a1e37d964ece3db7f83d1d1	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0
4b94df7195902a8977cfaab165d2f1ae	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0
34d17c462c7db4f8b652165c9e54c82e	0	0	17	0	0	2	0	28	0	0	0	13	0	0	0
bc8b9f6589f5ab920e23d97340534301	0	0	14	0	0	0	0	0	0	0	0	15	0	31	0
e65afa2d7c489185be4300e1e7a7097a	0	0	12	0	37	0	0	0	0	0	2	3	0	6	0
c8708594ffda08fbd373875f434ee2ef	0	0	11	14	3	6	0	17	0	1	2	3	0	3	0
7808894f62ac50ce9e27bfc473f95d0c	0	0	10	0	0	8	7	0	0	21	3	11	0	0	0
9bdcb6f9de13358337fcede2176cc3ca	0	0	5	16	13	0	5	0	0	0	4	0	0	17	0
1e50a92e36422a7232d8948ce44525e4	0	0	5	34	13	0	8	0	0	0	0	0	0	0	0
b0a49970f8cb20f6f6d0878d1f623848	0	0	5	17	0	2	1	10	0	4	2	3	0	16	0
ba1370f667b654c11ec728756a09ca79	0	0	4	0	0	0	0	56	0	0	0	0	0	0	0
734d961493c554023d2a56da2abab123	0	0	3	0	6	0	25	23	0	3	0	0	0	0	0
5e6191863d078041a45d87745f1d7d88	0	0	3	0	32	0	0	7	0	0	3	15	0	0	0
36d8e016b73697d0ecd7c1cca96a6784	0	0	1	0	0	3	8	11	0	29	0	7	0	1	0
235db9cfd95701dc131176f8799057a3	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0
96d3d1b651383c60dbc78e723d5ebd34	0	0	0	32	6	0	5	6	0	0	3	0	0	8	0
1924e08921d370590d6598e9bc79d530	0	0	0	29	0	0	0	22	0	0	6	0	0	3	0
5d5b017c54b85591ef7a84af7a0582e9	0	0	0	0	26	4	3	10	0	0	0	6	2	9	0
414f7982c74018dfd2e022a64d29d466	0	0	0	0	6	0	2	52	0	0	0	0	0	0	0
a88074a6df706a7e9beb3e7ec809267f	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0
b320d6b5bd50642a8a3a59b23b994abe	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0
781e6f7e7c8b204aab8bdaf122cc3583	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0
0ee35ac58b1ef1bfa4d8652d478bd777	0	0	0	0	0	0	11	27	0	2	1	8	0	11	0
f31fc1dba7ee84cbed50576737a8d443	0	0	0	0	0	0	0	0	0	21	0	4	0	35	0
9a47bbac8cab7303b868447dab7af88c	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0
2167f0159876df835f191237c1f1b2d6	0	0	0	0	0	0	0	0	0	0	31	28	1	0	0
29e860a00a0aa1519c6492e112790e48	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0
e5c000c89c838eda1b0ecc136076918b	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
a96a5e3ce5db576bab903972575e26de	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
a101b7f3b2bd9d6570fa74e9c2ec57c7	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
a2a147c942478fb3d47bacc4f593605c	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
f819b6a35d2b0cf30c161cc09075249e	0	0	8	5	3	5	2	0	0	0	15	5	0	16	0
953fb407699c8d241c5b15c9560a9bed	0	0	6	1	13	0	8	13	0	0	9	0	0	9	0
3177880ec1ee80325022e2279a1c6c00	0	0	2	0	33	0	1	0	0	19	0	0	0	4	0
fccad60b5c84afcfdfedb10d52dd72bf	0	0	1	0	2	0	4	36	0	0	0	6	0	10	0
e2e0164263325cd2f0b6cfe2c65d72af	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0
928ee8ce37586d03f9d0bbb50224777e	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0
17c3e7a0ed8d6f20c170aa87f42f43e3	0	0	0	33	0	0	0	0	0	19	7	0	0	0	0
947f29f6cb01362bb33a47bff2e18a12	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0
209c920a78d3cbbfe0425133560f75f5	0	0	0	0	0	10	3	14	0	4	6	11	0	11	0
0c53aa137468eac8b64f91400a60a381	0	0	0	0	0	0	10	49	0	0	0	0	0	0	0
6ccc8c252973b9ab426c406975d51cff	0	0	0	0	0	0	10	0	0	0	30	0	0	19	0
d53ec7838196d5661fa46e43424e2d07	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0
77af1dcdd8453f32cfd73676c4344110	0	0	0	0	0	0	0	20	0	38	0	1	0	0	0
3a4056ba423ec7ac4ca5eef9dacf25d0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0
e3c637bfa187b984e43555c72b198485	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0
d4c5b6cc19e0b6b8babd5102c1fe4bdf	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0
876c784db4838971c3a7cc34a8cb548a	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0
a925b6e195c2e79273fa7d3939ad6b22	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0
5198168f13d13cbe82e6c330811649c1	0	0	44	0	0	0	0	7	0	0	0	1	0	6	0
71b5f2597cb157f8d31b10195f5bbe8c	0	0	12	29	0	0	4	3	0	0	10	0	0	0	0
3cd4f4a93362db66d00f3fad95a98d0b	0	0	12	0	0	0	0	0	0	11	10	3	4	18	0
ec2fa6685060879532cc7e832a29ac44	0	0	5	25	0	10	0	11	0	2	0	5	0	0	0
8e35b8a38172991585c8549c482de69c	0	0	5	0	3	8	13	3	0	0	15	1	0	10	0
e758feee2065be5b369e3a6244d05544	0	0	4	15	0	0	0	3	0	8	0	0	0	28	0
30db4d7959dfb2afd95104f59032651a	0	0	2	20	0	0	0	3	0	8	7	4	0	14	0
4f041c6eb00aa508d94452fedf0a2451	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0
277b619c6d6ea916fc136d51d0aa3e32	0	0	0	50	0	0	0	0	0	0	8	0	0	0	0
942f66aa2e7591aa1ec3d1cb8e68c063	0	0	0	4	13	9	1	6	0	12	4	1	0	8	0
295b3a80c585e3c22366aaa0e5e8cb56	0	0	0	3	0	1	3	0	0	0	0	0	0	51	0
15bac838059dcb26af452d085375c87b	0	0	0	3	0	0	14	0	0	0	0	3	7	31	0
2a97da3a19645d6a180ab157b29f826f	0	0	0	3	0	0	0	0	0	0	0	5	1	49	0
4b9f065bee84a079593a64213c7ce42a	0	0	0	0	40	0	0	2	0	2	0	0	0	14	0
aa7be385c24f749890688807d87ed62c	0	0	0	0	10	9	3	0	0	17	0	7	0	12	0
97173b1b47096d3698b90cde146aeea4	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0
ded4f29fac9df8fd237ee5da5a4af851	0	0	0	0	0	12	0	0	0	0	0	0	0	46	0
a8e36b2a6710201f0dec71b22be1c9e6	0	0	0	0	0	0	19	10	0	21	8	0	0	0	0
082dc1729956a247e560dfd4bd4ba08a	0	0	0	0	0	0	3	10	0	13	2	22	0	8	0
a2276a68fcc99d68765fa858f4ab4802	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0
0cdb740361ec5f3b1256f2d68390ff2a	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0
ef30a337ee313b6ddb489dc7b7fa06ad	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0
a9b3a443d0e4ba4612cb2c47ca200730	0	0	0	0	0	0	0	0	0	0	0	21	0	37	0
6730e6fe76ae51d92602ab8cbd88c5b7	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0
d988cb435132956236533b33c6bd147c	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0
a8c2106b205bf022a1025abc609b665f	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0
8705c18c18b8b1bc6df09553746bc606	0	0	34	7	16	0	0	0	0	0	0	0	0	0	0
e546fcbbd9ccc2d04fe13ae8ddf8b871	0	0	9	8	0	15	6	0	0	0	0	0	0	19	0
b8e9e10dbf6456f44c116a45592d93a6	0	0	9	3	6	7	5	20	0	2	0	5	0	0	0
66f641072f2b6da248fe76cba99d1610	0	0	3	0	22	0	4	0	0	0	0	4	0	24	0
e5f5acb8faadd69d0a07cc1a51aa4802	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0
8685ac64e98e05716b136f6114b9654f	0	0	0	45	0	0	0	0	0	0	0	8	0	4	0
dd1b86501b4aa57c16c94c6fc4531270	0	0	0	10	3	2	14	14	0	0	4	0	0	10	0
249c389fbd29cc6c998aa1c3adf48740	0	0	0	5	31	0	0	0	0	7	2	3	0	9	0
2ce74a10f7996a45bc5fc0985421a9b1	0	0	0	2	0	1	0	3	0	9	0	18	0	24	0
eafa76ea735af17383fbf2ec073cb006	0	0	0	1	0	13	4	23	0	5	0	3	1	7	0
c4ba0f0a9b0146d5413c611b05c9b6c2	0	0	0	0	5	0	1	0	0	2	10	6	0	33	0
efb00f289ccc84bb58eb74985edf03e5	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0
e0095bc29ff123e771b3531233bedacf	0	0	0	0	0	0	0	0	0	2	0	25	0	30	0
86cbf955477abb7ad86f2717c8147b82	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0
97f4d08ae9091d49bb26814d8bdb5e36	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0
52d5c2cfe247cc883d22ad6acbc36cbe	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0
f587a3518fd2b5f3a9df425feccf8607	0	0	22	0	1	0	0	5	0	0	9	1	0	18	0
518734846414d1f3fc8c55132ea9044a	0	0	15	13	6	2	0	1	0	0	0	13	0	6	0
c5b1566c7b75066ed50e60a0b85b3ed1	0	0	9	0	0	0	1	40	0	0	0	0	0	6	0
a79cbd55812280004be933ffb14a0b9f	0	0	5	10	4	0	0	0	0	0	0	1	0	36	0
3e60f5dcbd707b834b365d5e2530480c	0	0	0	28	0	0	0	4	0	0	0	10	0	14	0
7a19f307a790fa623a7245d64ff6c11e	0	0	0	21	0	0	0	10	0	17	2	2	0	4	0
f1c8fc28d84373195bac49e3dc38c871	0	0	0	10	0	12	0	2	0	0	0	5	5	22	0
b04debe966c102f7db33669de5328f33	0	0	0	0	0	17	0	0	0	0	7	17	0	15	0
7d3e621a08fd8a957ff25e782c194d69	0	0	0	0	0	4	0	0	0	0	0	0	0	52	0
e013bcee20d8bed0879f8fb27e87fded	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0
0b9b77bd169550e857422db0bb0f4ec2	0	0	0	0	0	0	0	0	0	10	0	12	0	34	0
b095ef100bce68781b9d0c5d56ad5ba7	0	0	0	0	0	0	0	0	0	5	0	7	0	44	0
e09ffbc49a0ee67540aa9662f6fd3a2c	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0
fb4a46752b92b2e2653256afc7072a00	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0
deee80810f4820bc7e0fc786809f5039	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
c4d01a1708aa1f2731edccf1f1204ef2	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
ecc1a4c33cc7bf219abd8e3be323ac54	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
8f09bff12dcaf1cdca5312f472b91fab	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
07a0757e0b904eb6a6235175fa728880	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0
40068d5f5545530aa827203045b79ebd	0	0	10	6	2	7	3	5	0	9	0	6	0	7	0
78c88da949dac37faed8ee42bd0499fe	0	0	10	0	0	0	7	10	0	14	0	14	0	0	0
d72c46257476e53324dba3a3536f9c5a	0	0	8	0	8	0	0	12	0	6	4	5	3	9	0
8d5d8c3acddfa04f5839f069b08e2327	0	0	8	0	0	6	4	11	0	10	0	1	0	15	0
05bd75e0053744b13b9cb243025d0feb	0	0	7	4	0	15	0	3	0	0	0	9	0	17	0
ff512ae52fc7d3369e4b05adae53f07f	0	0	4	0	0	0	11	5	0	0	0	29	0	6	0
a5d52f6dcf8264298072d76a997fa519	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0
acde7a165de92428cae29e17d80557a0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0
398eedbaba911ddf0eeac7fc214bfb63	0	0	0	49	0	0	0	0	0	0	0	1	2	3	0
7bfd04bda7d6c52647cf5aa6e2d9f01d	0	0	0	34	0	0	0	21	0	0	0	0	0	0	0
85aa7e21f99954d27a3db28a6dd757f5	0	0	0	11	9	0	0	12	0	3	3	12	0	5	0
ec38c052580c6f6317e89a63003f52f4	0	0	0	8	7	0	15	0	0	0	4	3	0	18	0
c1332201492a252ee55b5cf8a7ab75ef	0	0	0	4	6	3	7	16	0	12	7	0	0	0	0
5c7312bb17362b89a858c3f58c1f2ec8	0	0	0	0	21	0	0	34	0	0	0	0	0	0	0
2215e205ed438f85bfa7eeefe9dfc312	0	0	0	0	5	0	7	5	0	0	0	33	0	5	0
746c24c20430b5e3e53f945ff7e1b2e4	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0
63fc28a8584cc959087ff1fd447d52d2	0	0	0	0	0	41	0	0	0	9	0	2	3	0	0
b8090ffb6b43c0298d4c795fb59aec62	0	0	0	0	0	26	0	0	0	0	0	0	0	29	0
466bab5ba1b882a9f574ace7014e9c0d	0	0	0	0	0	0	2	5	0	0	0	17	5	26	0
ce5fae30805f770e08d8a14e322eb47f	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0
e97ffdd61166c624de8207829cb1a0db	0	0	0	0	0	0	0	50	0	5	0	0	0	0	0
163444ca3f0c6c2f787ccce30b8d43d5	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0
9577d7c9147fb89d7d4e66e9498c9171	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0
c93896aa403dac1d057811491b2f839d	0	0	0	0	0	0	0	0	0	0	0	8	0	47	0
516057ce05bbc2e23afd075029b2d568	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
b25b00d9515dc002705af107530e64a7	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
593cf05e26beafedd8e340a8c2879eaf	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
baf9da0b1e55d466bb425e103f8e28b2	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
237e6554c789e1d858fe41ef4cb5e4cf	0	0	15	0	0	0	0	13	0	6	0	6	0	14	0
4d81b38fc908c24768569d16aa056d23	0	0	7	36	2	0	0	9	0	0	0	0	0	0	0
ab1fb2d47944397235fd1aa083f68dbb	0	0	5	5	0	0	8	31	0	0	4	1	0	0	0
94227b66bc5676879c4871417779b929	0	0	4	0	29	0	0	17	0	0	0	4	0	0	0
89a7803327d6929fd931e3b0f4fc4e5f	0	0	3	6	15	5	0	12	0	7	4	2	0	0	0
31ef50a7e8ade6dbc6a49005a5dc21ad	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0
28464a2dff8352a0472ceae52865bc18	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0
90ef50a19bd08e650b91bd44c022786a	0	0	0	29	25	0	0	0	0	0	0	0	0	0	0
0cd3509fdb6508990d173c6d90fa1b08	0	0	0	24	0	0	4	8	0	0	0	3	0	15	0
14c51e84b989b878a80e4a44d048d16a	0	0	0	10	0	0	6	4	0	12	0	15	0	7	0
4536bd361001b3a715c37861dfc58db8	0	0	0	5	0	13	2	4	0	18	0	7	0	5	0
824883defffdaeab3637380fd7eab295	0	0	0	4	0	0	17	6	0	7	0	0	0	20	0
ba5092c123397c57d913d16c55decfb0	0	0	0	1	6	0	0	37	0	3	0	1	0	6	0
3e49cad604437e527ade5c042ccb23ef	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0
a297b5798eee37f7c773334d5d2baef5	0	0	0	0	23	0	0	0	0	0	0	0	0	31	0
fa46314f3d22e0897434564202190266	0	0	0	0	11	12	0	2	0	14	12	0	0	3	0
78c79b3e0f05420199341a6e2e2b9146	0	0	0	0	0	1	0	0	0	0	11	0	0	42	0
434f11e46080600361238d01eb1e12ba	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0
2caa6abfd48a0ea0d9fbf6664567bcd1	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0
d183f27f7005f6c77ff11c64ef2b4d2c	0	0	0	0	0	0	0	17	0	0	2	12	0	23	0
824b489413564c618840fcdce460edfa	0	0	0	0	0	0	0	6	0	0	1	21	0	26	0
1752362546b992272df2304ef95358ad	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0
a038abd33e8a7a80529ff240e3e8d827	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0
6d6c67227f6fbdf01e8d6d44688d8a94	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
499a7ebd5fcdee668f08930e8e7121f9	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
62a98b79dc876fb7b1c79072d24168f4	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
f5c1e0a15fdefa96cfef093d5b5805d9	0	0	17	0	0	6	0	17	0	5	0	5	0	3	0
c2eea1b8afa46598e9053fd2af87e17c	0	0	17	0	5	0	2	9	0	0	0	11	0	9	0
eb3f3c7e8ac1094cf13f501aa9d30283	0	0	12	2	13	0	0	14	0	5	0	0	0	7	0
375a164ebe7d7ac1ef060a82b83a86d1	0	0	7	0	0	0	0	0	0	0	0	34	0	12	0
9f7b0e42d50dd8bcacfa5ca62b5ae16e	0	0	4	4	2	0	23	0	0	0	5	6	0	9	0
8bde726f22ee0e77182f1d52959b812f	0	0	4	0	0	0	6	3	0	0	0	14	0	26	0
dab9c1cff57e4d1244ca77b99425ad67	0	0	4	0	0	0	0	9	0	11	10	11	0	8	0
e87d4c217bd7782283bdc794da64abb5	0	0	3	0	0	0	0	47	0	0	0	0	0	3	0
fc7b3aca65c87a037c2f861d3eb1eb94	0	0	3	2	27	0	0	2	0	10	0	6	0	3	0
f9779e0a12d67a9ca5b5955476401b3f	0	0	2	11	0	0	6	10	0	0	2	5	0	17	0
070b99091556da3c885a9c16be76e491	0	0	2	0	14	0	0	0	0	7	0	5	0	25	0
8c0b9cfb7ad642484a46fc24587aa7e3	0	0	0	20	0	0	7	21	0	0	0	4	0	1	0
7318ef7d2922cc6d1d938afe9e9f9a85	0	0	0	15	9	4	0	2	0	23	0	0	0	0	0
1504a34afc0b94b91ef858867e6c08f9	0	0	0	11	2	4	5	10	0	12	0	2	0	7	0
bba51a9b532c3821d22f491066626489	0	0	0	10	18	0	5	0	0	7	10	0	3	0	0
24e2868b37db4f47675ce7f35dc80cac	0	0	0	3	11	0	0	4	0	0	3	8	0	24	0
a965346efec53390472466b754417295	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0
d7683e4665bb297ca58f494866cbe8f0	0	0	0	0	13	0	0	21	0	19	0	0	0	0	0
b541e402981baefb299bbfff421eca0f	0	0	0	0	2	6	5	22	0	0	1	2	0	15	0
c5fba5dc96bc777cd9743d92292fa221	0	0	0	0	0	7	10	0	0	20	5	2	0	9	0
670d3fa6bc316ad5acd8035603672df9	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0
1e67e09563851efebb5041445c28c449	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0
0fd4cb29da4355e379031b3fbb0461aa	0	0	0	0	0	0	0	0	0	8	0	0	0	45	0
bda34faa3ce7642e81f741a28d5d60e5	0	0	0	0	0	0	0	0	0	0	9	31	2	11	0
fc4c69d5e834f5a32482d8ecd3678b8f	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0
b2b463d1594818483ba13d413533be80	0	0	0	0	0	0	0	0	0	0	0	0	3	50	0
e7c1df2cfa715d5859802e160b98d9e2	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0
022f7a57dca443c7ee00a8f53129f114	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0
40ec5859e0bac0c3b35c555d3dacd0c0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0
1dd0f366639e1ceda19141a8e7cdad59	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0
308f1bc5fac7da58d9fb32b068c2c770	0	0	10	2	0	1	23	0	0	8	0	3	0	5	0
3b30b73830c6b12bcf23cae35f27cba5	0	0	4	0	6	8	3	19	0	5	3	0	0	4	0
0e12cc7809da6d5cbc3b66ee794b8642	0	0	3	8	0	0	5	4	0	16	1	7	2	6	0
18498bce0e6cfb3b88f2d0cb9994e883	0	0	3	21	7	2	3	16	0	0	0	0	0	0	0
ae630015fce976cbc845062d0fd289b0	0	0	2	10	11	1	0	11	0	6	0	0	0	11	0
3daaa3f95cc708fc6f3c725867f55c07	0	0	2	0	9	0	0	3	0	16	0	2	0	20	0
6a1490082cdda81ae6ccc0811a6347e7	0	0	0	0	7	0	2	6	0	0	3	1	0	33	0
bca9fbaeae66524466bb523039a354c2	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0
2d349b612f48b01c2f651b80a2c2231e	0	0	0	0	0	0	25	0	0	0	23	0	4	0	0
127cfe7e6906cec46caac696244982ec	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0
032457e71b72906997cc471ad703aee1	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0
4d16cc03a45d5e49c4371b777d6b6b2b	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
458c15eea66941e92028ac80300d5771	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
92340c230dee689c500575b6d6b19cb1	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
d125dc0de970f41b5f2b175cd9bb2931	0	0	15	2	0	0	0	1	0	0	0	8	0	25	0
db816d7b7849832d2e268739b9800d46	0	0	14	0	0	2	0	2	0	0	0	18	1	14	0
7a583d3a9e1b7acec5754031426c1d98	0	0	12	0	0	0	0	3	0	2	34	0	0	0	0
f378fcaa6bc0ba319e32fae97f1982e7	0	0	5	0	0	0	0	0	0	0	2	20	0	24	0
2ac23c366c4cf5a2c52212f8b84f40c0	0	0	4	5	6	0	2	8	0	15	9	2	0	0	0
992f492e880c6f00828d6fe848d5dd86	0	0	3	1	0	0	0	0	0	0	0	20	0	27	0
ce9365c7f0bbc6c30bed0ea703c5383d	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0
ffe37763bb58965f75d89bc5e0a59f39	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0
3ae98ff72187509417131d70920656ec	0	0	0	34	0	0	0	0	0	0	0	17	0	0	0
6686c93bd4a8dd577f9c9212c5e9c166	0	0	0	25	0	0	0	20	0	0	0	2	0	4	0
a0be1f2bb195d8b343aaa4fe2435e024	0	0	0	21	0	0	1	5	0	8	0	0	0	16	0
79f79f6aefef7fd1072ae86fc0a421ee	0	0	0	18	14	0	2	0	0	0	0	4	1	12	0
0c45bc5b9711ddfecb6eda9699bc3adc	0	0	0	1	2	2	13	0	0	0	12	6	3	12	0
cc4eb2ae21549b0be40ac4bf9ecd45ec	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0
