Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	250
NTC_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTC_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAC_1	0.04058544504477082	0.017756132207087234	0.0	0.0	0.000422765052549696	0.0063414757882454395	0.000845530105099392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.455301050993921e-05	0.00033821204203975683	0.0	0.0	0.0	0.0	8.455301050993921e-05	0.0	0.0	0.001183742147139149	0.0	0.0	0.0	0.0	0.0	0.0015219541891789059	0.0	0.0002536590315298176	0.001691060210198784	0.0	0.0	8.455301050993921e-05	0.0002536590315298176	0.000845530105099392	0.0002536590315298176	0.000845530105099392	0.00016910602101987841	0.0	0.0021138252627484803	0.0002536590315298176	0.0	0.0	0.00016910602101987841	0.0006764240840795137	0.00033821204203975683	0.00033821204203975683	0.0	8.455301050993921e-05	0.0	0.0005073180630596352	0.000422765052549696	0.000211382526274848
PAC_2	0.000422765052549696	0.0	0.0	0.0	0.0	0.0	0.0042276505254969605	0.0	0.0	0.00016910602101987841	0.000422765052549696	0.0007609770945894529	0.0005073180630596352	0.0009300831156093312	0.0002536590315298176	8.455301050993921e-05	0.0014374011786689664	0.00016910602101987841	0.00016910602101987841	0.000845530105099392	0.0020292722522385408	0.0002536590315298176	0.001944719241728602	0.0007609770945894529	0.0005073180630596352	8.455301050993921e-05	0.0021983782732584193	0.0017756132207087235	0.0005073180630596352	0.001183742147139149	0.000845530105099392	0.0021983782732584193	0.0021983782732584193	0.0002536590315298176	0.0027902493468279937	0.0015219541891789059	0.0014374011786689664	0.002536590315298176	0.0015219541891789059	0.0010991891366292097	0.001268295157649088	0.00016910602101987841	8.455301050993921e-05	0.0	0.00033821204203975683	8.455301050993921e-05	0.0	0.0002536590315298176	0.0	0.0005073180630596352	0.0	0.0	0.0	0.0	0.00016910602101987841	0.0	0.00033821204203975683	0.0
Site1_1_1	0.03143431469057881	0.007444969268821296	0.0	0.0	0.0	0.004963312845880864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016544376152936215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009926625691761728	0.0	0.0	0.0	0.0	0.0	0.00231621266141107	0.0	0.00016544376152936215	0.0018198813768229836	0.0	0.0	0.00016544376152936215	0.0	0.0006617750461174486	0.0	0.0008272188076468108	0.0	0.0	0.00231621266141107	0.0	0.0	0.0	0.0	0.0004963312845880864	0.0003308875230587243	0.0	0.0	0.0	0.0	0.0004963312845880864	0.00016544376152936215	0.0
Site1_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.004136094038234053	0.0	0.0	0.00016544376152936215	0.00016544376152936215	0.0004963312845880864	0.0	0.0004963312845880864	0.00016544376152936215	0.0	0.001158106330705535	0.0	0.0	0.00016544376152936215	0.00016544376152936215	0.0	0.0004963312845880864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003308875230587243	0.0003308875230587243	0.0	0.0	0.00016544376152936215	0.0	0.0004963312845880864	0.00016544376152936215	0.0	0.0003308875230587243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016544376152936215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Site1_2_1	0.03321020152059168	0.018782818892793658	0.0	0.0	0.0005444295331244539	0.004899865798120085	0.0010888590662489078	0.0	0.0	0.0	5.444295331244538e-05	0.0	5.444295331244538e-05	0.0	0.0	0.0	0.00021777181324978152	0.0004899865798120085	0.0	0.0	0.00010888590662489076	0.0	0.0	0.0	0.0	0.0009255302063115716	0.0	0.0	0.00016332885993733618	0.0	0.0	0.0014699597394360255	5.444295331244538e-05	0.0003811006731871177	0.00141551678612358	0.00010888590662489076	0.00010888590662489076	0.00043554362649956304	0.00016332885993733618	0.0008710872529991261	0.00032665771987467235	0.0009255302063115716	0.00016332885993733618	5.444295331244538e-05	0.0016332885993733616	0.00043554362649956304	5.444295331244538e-05	5.444295331244538e-05	5.444295331244538e-05	0.0005444295331244539	0.00032665771987467235	0.00043554362649956304	0.00016332885993733618	0.00027221476656222695	0.00016332885993733618	0.0008710872529991261	0.0007622013463742354	0.00027221476656222695
Site1_2_2	0.0	0.0	0.0	0.0	0.0	0.0	0.005172080564682312	0.0	0.00027221476656222695	0.0003811006731871177	0.0004899865798120085	0.0007622013463742354	0.0008710872529991261	0.0009255302063115716	0.0006533154397493447	0.00016332885993733618	0.001687731552685807	0.00032665771987467235	0.0003811006731871177	0.000979973159624017	0.0015788456460609163	0.00032665771987467235	0.0014699597394360255	0.0005444295331244539	0.00032665771987467235	0.00043554362649956304	0.001687731552685807	0.0016332885993733616	0.0010344161129364623	0.0009255302063115716	0.0010344161129364623	0.0017966174593106977	0.0017421745059982522	0.0004899865798120085	0.0021777181324978156	0.0015788456460609163	0.00141551678612358	0.0018510604126231432	0.00141551678612358	0.0013066308794986894	0.0014699597394360255	0.0003811006731871177	0.00032665771987467235	5.444295331244538e-05	0.0003811006731871177	0.00043554362649956304	0.00032665771987467235	0.0005444295331244539	0.0003811006731871177	0.0007622013463742354	0.00043554362649956304	0.00027221476656222695	0.00016332885993733618	0.00021777181324978152	0.00043554362649956304	0.00043554362649956304	0.00070775839306179	0.0005444295331244539
Site1_3_1	0.030942086059183773	0.022101490042274123	0.0	0.0	0.00040184527349589315	0.0036166074614630383	0.00040184527349589315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016073810939835724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007233214922926077	0.0	0.0	0.00016073810939835724	0.0	0.0	0.0013662739298860368	0.0	0.00016073810939835724	0.0012055358204876793	0.0	0.0	0.0002411071640975359	8.036905469917862e-05	0.0007233214922926077	0.00016073810939835724	0.0008840596016909649	8.036905469917862e-05	0.0	0.001285904875186858	8.036905469917862e-05	0.0	0.0	0.00016073810939835724	0.0007233214922926077	8.036905469917862e-05	0.00040184527349589315	0.0	8.036905469917862e-05	0.0	0.000642952437593429	0.0008840596016909649	0.00020092263674794658
